,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
0,1.059132,-1.20360433333,6.14826965996e+20,1.14268955097e+21,1.75751651696e+21,7.45920409127e+22,1.38633388661e+23,1.38633388661e+23
1,1.11352666667,-1.223316,2.98417619366e+18,1.87460745392e+21,1.87759163012e+21,2.15595992505e+20,1.35433643444e+23,1.35433643444e+23
2,1.03624333333,-1.11359466667,3.39272774562e+20,1.10210471365e+21,1.44137748821e+21,4.50585552867e+21,1.46369676246e+22,1.46369676246e+22
3,1.07510266667,-0.96993,2.81083929656e+18,1.26855332359e+21,1.27136416288e+21,2.60601140353e+20,1.17611292517e+23,1.17611292517e+23
4,1.07024133333,-1.15027766667,1.15081104259e+19,1.55252856187e+21,1.5640366723e+21,1.11784116589e+21,1.50804977834e+23,1.50804977834e+23
5,1.880856,-0.657629583333,5924034934.06,8.5941730033e+17,8.59417306254e+17,7.01347266691e+11,1.01746526015e+20,1.01746526015e+20
6,1.128983,-1.14275466667,6.35631894795e+16,1.05860076385e+21,1.05866432704e+21,4.25028690547e+18,7.07855757641e+22,7.07855757641e+22
7,2.16441974999,0.583010750003,1.84083602336e+14,6.89119946224e+16,6.90960782247e+16,6.24700310883e+15,2.3385757296e+18,2.3385757296e+18
8,1.03716733333,-1.01481133333,3.3076551889e+20,9.30734550979e+20,1.26150006987e+21,4.3894495012e+22,1.2351385127e+23,1.2351385127e+23
9,1.13332466667,-1.06087633333,2.69893043519e+16,8.32990713796e+20,8.330177031e+20,1.39869650781e+18,4.31689971418e+22,4.31689971418e+22
10,1.122761,-0.897049666667,2.48541403635e+16,6.70789073488e+20,6.70813927628e+20,7.65533570816e+17,2.06610064633e+22,2.06610064633e+22
11,1.13281237096,-1.31152703772,3.81709919972e+21,6.65684721658e+21,1.04739464163e+22,1.30990964481e+20,2.28442278201e+20,2.28442278201e+20
12,2.17254966666,0.589998833336,1.36178366848e+15,1.75081315725e+17,1.76443099393e+17,3.91395547729e+15,5.03208028201e+17,5.03208028201e+17
13,1.13027633333,-0.978848,1.57170944024e+16,8.0704472622e+20,8.07060443314e+20,6.32348247156e+17,3.24699530929e+22,3.24699530929e+22
14,1.050337,-0.681558,1.23173048521e+19,8.7218760243e+20,8.84504907282e+20,3.3432333445e+20,2.36734148428e+22,2.36734148428e+22
15,1.05861633333,-0.735541,6.11733883688e+19,6.44962759246e+20,7.06136147615e+20,2.36587715874e+21,2.49438963743e+22,2.49438963743e+22
