        R                 Z              n_n_slow        n_n_thermal        n_n_total       izn_rate_slow    izn_rate_thermal   izn_rate_total  
           2.03980          -0.78806       1.29442E+15       9.25471E+14       2.21989E+15       3.74768E+18       2.67948E+18       6.42717E+18
           1.95054          -0.90108       1.20312E+15       8.43685E+14       2.04681E+15       3.07556E+18       2.15673E+18       5.23229E+18
           2.09371          -0.38923       6.28528E+12       8.73161E+13       9.36014E+13       9.40411E+15       1.30643E+17       1.40047E+17
           2.03165          -0.38916       3.72833E+10       3.76363E+13       3.76736E+13       5.26564E+13       5.31549E+16       5.32076E+16
           2.05034          -0.33553       7.44363E+09       3.05317E+13       3.05392E+13       1.01068E+13       4.14555E+16       4.14656E+16
           2.14093          -0.31760       5.63417E+13       1.10072E+14       1.66413E+14       3.87584E+16       7.57200E+16       1.14478E+17
           2.10011          -0.24851       8.53063E+10       4.20831E+13       4.21684E+13       1.14485E+14       5.64774E+16       5.65918E+16
           1.34626           0.99740       2.59579E+15       2.05533E+15       4.65112E+15       2.51919E+18       1.99467E+18       4.51386E+18
           2.10778          -0.19508       1.58505E+10       3.29747E+13       3.29905E+13       2.08839E+13       4.34460E+16       4.34668E+16
           2.13489          -0.04836       1.07878E+10       3.05198E+13       3.05306E+13       1.39311E+13       3.94126E+16       3.94266E+16
           2.13840           0.36826       2.22792E+14       1.42767E+14       3.65559E+14       1.04584E+17       6.70186E+16       1.71603E+17
           2.15554          -0.34334       2.20472E+14       1.43463E+14       3.63935E+14       1.39861E+17       9.10093E+16       2.30871E+17
           2.07218          -0.35984       2.27546E+11       5.20854E+13       5.23129E+13       3.18545E+14       7.29151E+16       7.32336E+16
           2.18435          -0.29045       6.84008E+14       6.83469E+14       1.36748E+15       8.65953E+17       8.65272E+17       1.73123E+18
           2.15180          -0.25332       1.12380E+13       9.02831E+13       1.01521E+14       1.46044E+16       1.17328E+17       1.31932E+17
           2.22784          -0.09585       3.27721E+14       2.20143E+14       5.47863E+14       3.20981E+17       2.15615E+17       5.36596E+17
           2.13494          -0.20828       4.65425E+11       5.61393E+13       5.66047E+13       6.09091E+14       7.34683E+16       7.40773E+16
           2.12570          -0.26598       2.25042E+12       6.87850E+13       7.10354E+13       3.02601E+15       9.24910E+16       9.55170E+16
           2.16820          -0.10649       1.50424E+12       6.65573E+13       6.80616E+13       1.92590E+15       8.52145E+16       8.71404E+16
           2.13901          -0.09992       5.83506E+10       4.05400E+13       4.05983E+13       7.71496E+13       5.36009E+16       5.36780E+16
           2.20744          -0.02953       2.74699E+13       9.97520E+13       1.27222E+14       1.66124E+16       6.03250E+16       7.69374E+16
           2.24493          -0.31365       3.42623E+15       1.65204E+15       5.07826E+15       9.39047E+18       4.52785E+18       1.39183E+19
           2.30918          -0.16815       4.44322E+15       1.49829E+15       5.94151E+15       8.99119E+17       3.03191E+17       1.20231E+18
           1.96255          -0.61237       8.79421E+12       6.93329E+13       7.81271E+13       1.76265E+16       1.38966E+17       1.56593E+17
           1.78445           0.65224       8.76211E+09       3.03474E+13       3.03562E+13       1.09064E+13       3.77741E+16       3.77850E+16
           1.85564           0.60958       5.71943E+10       3.56970E+13       3.57541E+13       7.32464E+13       4.57156E+16       4.57889E+16
           1.67908           0.71341       4.90080E+09       2.93888E+13       2.93937E+13       6.02518E+12       3.61314E+16       3.61374E+16
           2.27903           0.04064       7.62124E+14       4.74695E+14       1.23682E+15       5.02052E+17       3.12707E+17       8.14759E+17
           1.74858           0.68935       5.22887E+10       3.91355E+13       3.91878E+13       6.65231E+13       4.97893E+16       4.98559E+16
           1.67218           0.75711       2.12603E+11       5.61223E+13       5.63349E+13       2.52530E+14       6.66622E+16       6.69148E+16
           1.78509           0.69220       3.41056E+11       5.90624E+13       5.94035E+13       4.10714E+14       7.11255E+16       7.15363E+16
           2.17227           0.28637       1.62055E+14       1.11034E+14       2.73089E+14       7.17293E+16       4.91461E+16       1.20875E+17
           1.90991           0.67007       1.31773E+14       1.38328E+14       2.70101E+14       1.22762E+17       1.28868E+17       2.51630E+17
           1.95557           0.50638       5.89801E+10       3.14288E+13       3.14878E+13       7.55629E+13       4.02653E+16       4.03409E+16
           1.96917           0.53681       1.51008E+12       5.28815E+13       5.43916E+13       1.85072E+15       6.48104E+16       6.66611E+16
           1.89598           0.60069       3.38038E+11       4.90145E+13       4.93525E+13       4.16838E+14       6.04402E+16       6.08571E+16
           1.86131           0.64619       1.69866E+12       6.28145E+13       6.45132E+13       2.07737E+15       7.68189E+16       7.88963E+16
           1.90389           0.63538       8.47976E+12       8.38355E+13       9.23153E+13       9.71624E+15       9.60599E+16       1.05776E+17
           1.96933           0.61133       1.03597E+14       1.02893E+14       2.06491E+14       4.64621E+16       4.61465E+16       9.26086E+16
           1.78250           0.77212       1.62427E+14       1.72131E+14       3.34557E+14       1.46249E+17       1.54987E+17       3.01236E+17
           1.99451           0.53642       7.10838E+12       6.57814E+13       7.28898E+13       8.09783E+15       7.49378E+16       8.30357E+16
           1.88738           0.56600       1.00436E+10       2.74539E+13       2.74639E+13       1.27077E+13       3.47362E+16       3.47489E+16
           2.01071           0.57543       2.78863E+14       5.17185E+14       7.96048E+14       2.59335E+17       4.80967E+17       7.40302E+17
           1.86620           0.68281       3.46514E+13       1.08695E+14       1.43346E+14       3.86503E+16       1.21239E+17       1.59889E+17
           1.54946           0.83868       5.37758E+12       1.00566E+14       1.05943E+14       5.89415E+15       1.10226E+17       1.16120E+17
           1.53279           0.88443       1.61763E+14       1.95251E+14       3.57014E+14       1.43566E+17       1.73288E+17       3.16854E+17
           1.62134           0.83178       3.04864E+13       1.24426E+14       1.54913E+14       3.30720E+16       1.34979E+17       1.68051E+17
           1.60740           0.87636       5.00450E+14       7.25233E+14       1.22568E+15       4.44739E+17       6.44498E+17       1.08924E+18
           1.60441           1.02703       7.25439E+15       2.09597E+15       9.35036E+15       4.60110E+17       1.32937E+17       5.93047E+17
           1.63105           0.94748       2.84303E+15       1.98192E+15       4.82494E+15       4.96453E+18       3.46085E+18       8.42538E+18
           2.27485          -0.05582       1.26249E+15       4.80647E+14       1.74314E+15       2.98206E+18       1.13531E+18       4.11737E+18
           1.53565           0.97700       3.68671E+15       2.25329E+15       5.93999E+15       5.52914E+18       3.37937E+18       8.90851E+18
           1.63192           0.78721       1.03935E+12       6.61768E+13       6.72161E+13       1.26328E+15       8.04347E+16       8.16979E+16
           1.56394           0.79292       1.22422E+11       5.38202E+13       5.39427E+13       1.44571E+14       6.35576E+16       6.37022E+16
           1.74630           0.73074       1.74188E+12       7.32113E+13       7.49532E+13       2.07230E+15       8.70989E+16       8.91713E+16
           1.64147           0.74263       2.62123E+10       3.70413E+13       3.70675E+13       3.32390E+13       4.69709E+16       4.70041E+16
           1.86797           0.71942       4.41657E+14       7.90238E+14       1.23189E+15       3.92454E+17       7.02202E+17       1.09466E+18
           1.74308           0.77213       3.94874E+13       1.38856E+14       1.78343E+14       4.34865E+16       1.52919E+17       1.96405E+17
           1.73657           0.81352       5.23037E+14       9.05884E+14       1.42892E+15       4.74256E+17       8.21395E+17       1.29565E+18
           1.65420           0.84450       1.48832E+14       1.71196E+14       3.20028E+14       1.33809E+17       1.53915E+17       2.87724E+17
           1.76535           0.90134       2.38665E+15       1.97650E+15       4.36314E+15       5.51302E+18       4.56559E+18       1.00786E+19
           1.70663           1.00345       4.27081E+15       1.82383E+15       6.09464E+15       1.02574E+18       4.38035E+17       1.46377E+18
           1.89272           0.96256       1.82808E+15       9.43643E+14       2.77172E+15       3.44055E+17       1.77599E+17       5.21654E+17
           1.66428           0.80081       6.83105E+12       9.80482E+13       1.04879E+14       7.55470E+15       1.08435E+17       1.15990E+17
           1.78483           0.73216       9.16380E+12       1.01882E+14       1.11046E+14       1.01144E+16       1.12450E+17       1.22565E+17
           2.18105           0.79675       3.37326E+15       1.64298E+15       5.01624E+15       3.75419E+13       1.82851E+13       5.58270E+13
           1.97054           0.73441       1.34799E+15       1.52597E+15       2.87397E+15       3.82098E+18       4.32548E+18       8.14647E+18
           1.57740           0.74717       2.23507E+09       2.72285E+13       2.72308E+13       2.73448E+12       3.33125E+16       3.33153E+16
           2.13994           0.09946       6.28620E+10       3.18817E+13       3.19446E+13       8.27484E+13       4.19675E+16       4.20502E+16
           2.28024          -0.45204       9.96910E+15       3.17460E+15       1.31437E+16       8.94578E+17       2.84873E+17       1.17945E+18
           2.10411           0.24632       9.31362E+10       3.29336E+13       3.30268E+13       1.20970E+14       4.27757E+16       4.28967E+16
           2.11034           0.19404       1.73256E+10       2.53947E+13       2.54120E+13       2.24771E+13       3.29455E+16       3.29679E+16
           2.13787           0.20598       5.04748E+11       4.30810E+13       4.35858E+13       6.39799E+14       5.46078E+16       5.52476E+16
           2.05723           0.33241       2.23711E+10       3.05885E+13       3.06108E+13       2.89667E+13       3.96068E+16       3.96358E+16
           2.16510           0.05124       3.38165E+11       4.26188E+13       4.29570E+13       4.25387E+14       5.36114E+16       5.40368E+16
           2.19805          -0.21451       1.71335E+14       1.46283E+14       3.17617E+14       9.95196E+16       8.49683E+16       1.84488E+17
           2.19492           0.05425       7.78540E+12       6.58238E+13       7.36092E+13       9.14966E+15       7.73583E+16       8.65079E+16
           2.19082          -0.08446       7.33352E+12       8.46684E+13       9.20019E+13       8.69280E+15       1.00362E+17       1.09055E+17
           2.22653          -0.02953       1.08711E+14       1.31230E+14       2.39942E+14       5.06238E+16       6.11103E+16       1.11734E+17
           2.23556           0.03014       1.58788E+14       1.91089E+14       3.49877E+14       6.97776E+16       8.39716E+16       1.53749E+17
           2.18288           0.19630       5.00720E+13       8.02502E+13       1.30322E+14       2.94829E+16       4.72521E+16       7.67349E+16
           2.19862           0.11151       3.05384E+13       7.86553E+13       1.09194E+14       3.52231E+16       9.07212E+16       1.25944E+17
           2.22219           0.14768       5.34130E+14       3.58868E+14       8.92998E+14       2.31584E+17       1.55596E+17       3.87180E+17
           2.13028           0.26116       2.39718E+12       5.35141E+13       5.59113E+13       2.98564E+15       6.66509E+16       6.96366E+16
           2.31022           0.20411       3.54596E+15       1.33416E+15       4.88012E+15       1.66650E+18       6.27017E+17       2.29351E+18
           2.16926           0.10548       1.62812E+12       5.15868E+13       5.32149E+13       2.05829E+15       6.52170E+16       6.72753E+16
           2.16460          -0.05155       3.13494E+11       5.23018E+13       5.26152E+13       3.96785E+14       6.61976E+16       6.65944E+16
           2.19935           0.23433       5.61264E+14       4.30664E+14       9.91927E+14       2.39366E+17       1.83668E+17       4.23035E+17
           1.99701           0.48609       3.46533E+11       4.31411E+13       4.34876E+13       4.33796E+14       5.40048E+16       5.44386E+16
           2.04077           0.38373       1.21131E+11       3.93719E+13       3.94930E+13       1.55762E+14       5.06279E+16       5.07837E+16
           2.06147           0.40680       3.12874E+12       6.80929E+13       7.12216E+13       3.85441E+15       8.38861E+16       8.77405E+16
           2.04533           0.52003       1.24584E+14       1.17161E+14       2.41745E+14       5.80954E+16       5.46339E+16       1.12729E+17
           2.16276           0.63740       2.30845E+15       1.17935E+15       3.48780E+15       1.14935E+18       5.87184E+17       1.73653E+18
           2.08401           0.47967       6.34077E+14       7.47764E+14       1.38184E+15       2.67445E+17       3.15397E+17       5.82842E+17
           2.00886           0.86260       1.63978E+15       7.10067E+14       2.34985E+15       8.33357E+17       3.60864E+17       1.19422E+18
           2.03456           0.50287       2.76982E+13       8.98686E+13       1.17567E+14       1.64278E+16       5.33012E+16       6.97291E+16
           2.06738           0.45525       5.74313E+13       1.13318E+14       1.70749E+14       3.21438E+16       6.34232E+16       9.55670E+16
           1.98074           0.45800       1.18817E+10       2.57651E+13       2.57770E+13       1.52492E+13       3.30675E+16       3.30828E+16
           2.12975           0.40088       6.44797E+14       7.13675E+14       1.35847E+15       2.85363E+17       3.15846E+17       6.01209E+17
           2.15604           0.24545       1.14359E+13       6.78609E+13       7.92968E+13       1.32567E+16       7.86656E+16       9.19223E+16
           2.16993           0.31982       4.32715E+14       5.41595E+14       9.74310E+14       1.80897E+17       2.26415E+17       4.07312E+17
           2.20540           0.43137       3.02249E+15       1.67008E+15       4.69257E+15       3.59436E+18       1.98607E+18       5.58043E+18
           2.11048           0.93671       3.21643E+15       1.01372E+15       4.23015E+15       5.94132E+13       1.87252E+13       7.81384E+13
           2.15828           0.52331       2.44182E+15       1.59521E+15       4.03703E+15       2.79574E+18       1.82642E+18       4.62216E+18
           2.23862           0.34083       2.05107E+15       1.39215E+15       3.44322E+15       2.02832E+18       1.37670E+18       3.40502E+18
           2.27209           0.10091       1.70074E+15       7.66513E+14       2.46725E+15       1.43907E+18       6.48581E+17       2.08765E+18
           2.12322           0.35643       5.45186E+13       1.08562E+14       1.63081E+14       3.23168E+16       6.43520E+16       9.66688E+16
           2.08006           0.35282       6.56619E+11       5.24003E+13       5.30569E+13       8.30665E+14       6.62897E+16       6.71204E+16
           2.08818           0.39860       1.44448E+13       8.58727E+13       1.00318E+14       1.64548E+16       9.78220E+16       1.14277E+17
           2.13532           0.04822       1.15719E+10       2.51570E+13       2.51686E+13       1.49000E+13       3.23923E+16       3.24072E+16
           1.51437          -0.91558       7.71773E+10       3.16388E+13       3.17160E+13       2.12344E+14       8.70504E+16       8.72627E+16
