,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
0,2.27170733333,0.174936666667,4.24022291387e+17,9.85211956521e+17,1.40923424791e+18,9.59659730524e+18,2.22976069869e+19,3.18942042922e+19
1,1.0217135711,-1.1816915054,2.86467015362e+17,8.1307437447e+19,8.15939044623e+19,2.33162806417e+19,6.61781960265e+21,6.64113588329e+21
2,2.27697041667,0.124955916667,4.55937506942e+17,1.04559734696e+18,1.5015348539e+18,9.06557514164e+18,2.07900012007e+19,2.98555763423e+19
3,1.01285788197,-1.17345766576,9.75290827585e+19,8.26151137262e+19,1.80144196485e+20,1.09317611924e+22,9.26009625633e+21,2.01918574487e+22
4,1.01160490545,-1.18011366667,1.24144172242e+20,1.30621177867e+20,2.54765350109e+20,1.12917442555e+21,1.18808713143e+21,2.31726155699e+21
5,2.29035133333,0.0998418333334,1.17784206496e+18,1.44135910089e+18,2.61920116585e+18,2.59492328333e+19,3.17548201222e+19,5.77040529555e+19
6,1.02928431622,-1.18565981719,4.98285548458e+16,5.45206862201e+19,5.45705147749e+19,1.06829785199e+19,1.16889466608e+22,1.16996296393e+22
7,1.05837619784,-1.1922177656,9.74435459369e+16,3.66182366131e+20,3.66279809677e+20,2.12103215664e+17,7.97061073969e+20,7.97273177184e+20
8,1.08242496317,-1.13777163888,1.66137164445e+17,8.84526411508e+20,8.84692548673e+20,6.27834896218e+17,3.34263889496e+21,3.34326672986e+21
9,1.10511607075,-1.17956678805,2.93511123256e+15,7.11590394989e+20,7.115933301e+20,9.766446561e+15,2.36778405155e+21,2.367793818e+21
10,1.12551583333,-1.11281266667,3.30856540777e+15,8.18300571855e+20,8.18303880421e+20,3.5575189455e+16,8.79873730363e+21,8.79877287882e+21
11,1.02908962984,-1.13661930555,1.56348693936e+20,9.16941532979e+20,1.07329022691e+21,6.72065491605e+20,3.9414768785e+21,4.61354237011e+21
12,2.21528668772,-0.323071674149,5.86273412523e+17,5.10985784907e+18,5.69613126159e+18,1.77460988541e+18,1.54671933919e+19,1.72418032773e+19
13,1.10626916667,-1.14431,8.41519838418e+15,8.12424433244e+20,8.12432848442e+20,4.61781481972e+16,4.45815465835e+21,4.4582008365e+21
14,2.28282491667,0.0493028333329,5.90623313168e+17,1.02628589345e+18,1.61690920662e+18,1.11901375185e+19,1.94443396068e+19,3.06344771253e+19
15,1.05435283333,-1.019943,1.59077752177e+19,1.35807988069e+21,1.37398765591e+21,9.54743345173e+19,8.15084265749e+21,8.24631699201e+21
16,1.09387816667,-0.900191666667,7.81222461935e+18,9.27798011785e+20,9.35610236405e+20,7.21153193729e+19,8.56458348211e+21,8.63669880148e+21
17,1.0311285,-0.972239666667,4.77002228248e+20,8.8932706164e+20,1.36632928989e+21,5.88683463841e+21,1.09754651892e+22,1.68622998276e+22
18,1.0334875,-1.04812766667,2.58708272183e+20,1.08906317626e+21,1.34777144844e+21,9.46091755099e+20,3.98268552895e+21,4.92877728405e+21
19,2.28380466667,-0.0129835000004,8.33853899502e+17,1.24710426644e+18,2.08095816594e+18,2.95059089182e+19,4.41287675442e+19,7.36346764624e+19
20,1.1242625,-1.03911166667,1.07742005521e+16,8.97613838639e+20,8.97624612839e+20,8.29587055675e+16,6.91140672508e+21,6.91148968379e+21
21,1.0582295,-1.07441433333,1.24648691193e+19,1.29469990039e+21,1.30716476951e+21,1.06698565844e+20,1.10825570045e+22,1.11892555704e+22
22,1.1506235,-0.911715666667,1.98393879815e+17,7.45833247639e+20,7.46031641519e+20,8.64730317672e+17,3.25082921793e+21,3.25169394825e+21
23,1.1110735,-0.9734,1.95579818719e+17,9.93948683524e+20,9.94144263343e+20,9.93614848494e+17,5.04961185188e+21,5.05060546673e+21
24,1.1469535,-0.956038666667,9.67879089808e+15,7.74104335443e+20,7.74114014234e+20,4.35303171651e+16,3.48153065766e+21,3.48157418797e+21
25,1.05686816667,-0.849729,1.79409492542e+20,6.38412403972e+20,8.17821896514e+20,4.1042257343e+20,1.46045149582e+21,1.87087406925e+21
26,1.1060695,-1.074738,1.85350400475e+17,9.71756960452e+20,9.71942310852e+20,1.60410130428e+18,8.40999859571e+21,8.41160269701e+21
27,1.09728783333,-1.01060333333,2.94323302996e+17,1.05533966583e+21,1.05563398913e+21,1.62032325324e+18,5.80990829882e+21,5.81152862207e+21
28,1.03500516667,-1.10041966667,2.57862747478e+20,1.02945198747e+21,1.28731473495e+21,2.92913927037e+21,1.16938498211e+22,1.46229890915e+22
29,1.10744216667,-0.813563666667,1.07559886641e+19,6.93041445903e+20,7.03797434568e+20,1.24243331162e+20,8.00538012464e+21,8.1296234558e+21
30,1.1347514638,-1.20738398746,1.33250675244e+17,7.54399370136e+20,7.54532620811e+20,2.05347066302e+18,1.16257345183e+22,1.1627787989e+22
31,2.2930495,0.0252284999996,1.50690299717e+18,5.68479697631e+18,7.19169997349e+18,3.35127418993e+19,1.26426939342e+20,1.59939681241e+20
32,1.17702083333,-0.986525666667,2.74903085162e+14,6.15422571502e+20,6.15422846405e+20,1.64905091223e+15,3.69171248968e+21,3.69171413873e+21
33,1.15739183333,-1.12698233333,1.27581534264e+14,7.01393825112e+20,7.01393952694e+20,6.64419373713e+14,3.65272018944e+21,3.65272085386e+21
34,1.16990416667,-0.840685,2.13178601737e+17,5.6046284128e+20,5.60676019882e+20,7.55995509969e+17,1.98756999089e+21,1.9883259864e+21
35,1.2092935,-0.893322666667,5.16057976926e+14,4.09712099123e+20,4.09712615181e+20,2.21632779475e+15,1.75960135049e+21,1.75960356682e+21
36,1.1851705,-1.11925266667,3.08403299627e+13,6.07454991628e+20,6.07455022468e+20,1.60957647206e+14,3.17034630805e+21,3.17034646901e+21
37,1.1760755,-0.888374333333,1.21850132227e+16,5.70879824681e+20,5.70892009694e+20,4.37726470175e+16,2.05079145984e+21,2.05083523249e+21
38,1.25093619852,-1.00565691669,6.45478519673e+11,3.17048943343e+20,3.17048943988e+20,4.28286310461e+12,2.10367530508e+21,2.10367530937e+21
39,1.19562983333,-1.07811666667,4.92148559934e+12,5.65442781324e+20,5.65442786245e+20,4.08573567635e+13,4.69421213972e+21,4.69421218058e+21
40,1.2294305,-0.849473333333,7.53756822921e+13,2.99941741548e+20,2.99941816923e+20,2.79704163804e+14,1.11302414066e+21,1.11302442036e+21
41,1.22453083333,-0.924364333333,2.58959668958e+13,3.44436356509e+20,3.44436382405e+20,1.30948940592e+14,1.74172202829e+21,1.74172215924e+21
42,1.26922316667,-0.911205,9.04787678429e+11,1.64388642507e+20,1.64388643412e+20,4.58359916113e+12,8.32782830556e+20,8.3278283514e+20
43,1.26024583333,-0.776215333333,8.00885457803e+11,1.1346017498e+20,1.13460175781e+20,2.74048796073e+12,3.88240591118e+20,3.88240593858e+20
44,1.2318415,-1.09401433333,1.11041709378e+13,4.52783026432e+20,4.52783037536e+20,6.24131467215e+13,2.54495483004e+21,2.54495489245e+21
45,1.21178516667,-0.972399,9.86692580779e+12,4.40594548522e+20,4.40594558389e+20,5.15097851505e+13,2.30010146777e+21,2.30010151928e+21
46,1.21003374268,-1.19813014558,4.70776186275e+16,6.37131649948e+20,6.37178727566e+20,6.20429857007e+17,8.39667574522e+21,8.39729617507e+21
47,1.2127495,-0.818592666667,1.06365565504e+15,3.41934056813e+20,3.41935120469e+20,3.31923134081e+15,1.06703540049e+21,1.06703871973e+21
48,1.1258250207,-0.683804666667,1.00221872335e+17,4.19192526504e+20,4.19292748376e+20,6.87748882896e+17,2.8766095175e+21,2.87729726638e+21
49,1.180936,-0.702686,5.41342587216e+14,3.04499526399e+20,3.04500067741e+20,5.13744311041e+14,2.88975785568e+20,2.88976299312e+20
50,1.17148083333,-0.628536333333,8.18873092569e+15,2.49668866291e+20,2.49677055022e+20,2.34804600533e+15,7.15903342618e+19,7.15926823078e+19
51,1.175432,-0.653352333333,1.37717066057e+15,2.72327253457e+20,2.72328630628e+20,7.83499002302e+14,1.54932237153e+20,1.54933020652e+20
52,1.17482283333,-0.76691,4.49896408338e+16,4.17324242096e+20,4.17369231737e+20,1.25939977111e+17,1.16822016187e+21,1.16834610185e+21
53,1.12741768737,-0.732792333333,9.90234762963e+17,5.00319855187e+20,5.0131008995e+20,7.54340355015e+18,3.8113331434e+21,3.81887654695e+21
