0.000000000000000000e+00 3.500000000000000000e+01
1.111111111111111049e-01 3.376613214922937800e+01
2.222222222222222099e-01 3.028946616283930382e+01
3.333333333333333148e-01 2.520278278382781068e+01
4.444444444444444198e-01 1.942447096974038345e+01
5.555555555555555802e-01 1.396816881122795451e+01
6.666666666666666297e-01 9.706331238425576657e+00
7.777777777777776791e-01 7.123894008381327581e+00
8.888888888888888395e-01 6.122820724997617425e+00
1.000000000000000000e+00 5.999999999999999778e-01
