    0.000000E+00    5.233844E+19
    1.055000E-01    5.187584E+19
    2.110000E-01    5.107286E+19
    3.165000E-01    5.017063E+19
    4.100000E-01    4.916186E+19
    4.815000E-01    4.808589E+19
    5.365000E-01    4.704263E+19
    5.770000E-01    4.604030E+19
    6.070000E-01    4.505196E+19
    6.300000E-01    4.405951E+19
    6.495000E-01    4.303663E+19
    6.670000E-01    4.201412E+19
    6.835000E-01    4.098374E+19
    6.990000E-01    3.997209E+19
    7.135000E-01    3.899684E+19
    7.275000E-01    3.803520E+19
    7.410000E-01    3.709393E+19
    7.540000E-01    3.617797E+19
    7.665000E-01    3.529103E+19
    7.790000E-01    3.440021E+19
    7.910000E-01    3.354323E+19
    8.025000E-01    3.272189E+19
    8.140000E-01    3.190199E+19
    8.250000E-01    3.112051E+19
    8.360000E-01    3.034320E+19
    8.470000E-01    2.957167E+19
    8.575000E-01    2.884223E+19
    8.680000E-01    2.812149E+19
    8.785000E-01    2.741149E+19
    8.890000E-01    2.671466E+19
    8.995000E-01    2.603383E+19
    9.100000E-01    2.537238E+19
    9.205000E-01    2.473427E+19
    9.315000E-01    2.409597E+19
    9.420000E-01    2.351338E+19
    9.510000E-01    2.296777E+19
    9.580000E-01    2.245160E+19
    9.640000E-01    2.192549E+19
    9.695000E-01    2.137737E+19
    9.745000E-01    2.082605E+19
    9.790000E-01    2.028849E+19
    9.830000E-01    1.978193E+19
    9.870000E-01    1.925260E+19
    9.905000E-01    1.877391E+19
    9.940000E-01    1.828345E+19
    9.975000E-01    1.778381E+19
    1.000500E+00    1.735018E+19
