1.018000000000000016e+00 0.000000000000000000e+00
1.018000000000000016e+00 9.639999999999999680e-01
1.018000000000000016e+00 9.679999999999999716e-01
1.018000000000000016e+00 1.000999999999999890e+00
1.018000000000000016e+00 1.018999999999999906e+00
1.018000000000000016e+00 1.076999999999999957e+00
1.018000000000000016e+00 1.096000000000000085e+00
1.018000000000000016e+00 1.112999999999999989e+00
1.018000000000000016e+00 1.137999999999999901e+00
1.018000000000000016e+00 1.162400000000000100e+00
1.500000000000000000e+00 1.149999999999999911e+00
1.608000000000000096e+00 1.094999999999999973e+00
1.647000000000000020e+00 1.076999999999999957e+00
1.784999999999999920e+00 1.076999999999999957e+00
2.069999999999999840e+00 1.040000000000000036e+00
2.128000000000000114e+00 9.929999999999999938e-01
2.245000000000000107e+00 7.089999999999999636e-01
2.322999999999999954e+00 5.190000000000000169e-01
2.376999999999999780e+00 3.890000000000000124e-01
2.351999999999999869e+00 4.000000000000000222e-01
2.350999999999999979e+00 3.370000000000000218e-01
2.350999999999999979e+00 2.049999999999999878e-01
2.354000000000000092e+00 6.800000000000000488e-02
2.354000000000000092e+00 0.000000000000000000e+00
2.354000000000000092e+00 -6.800000000000000488e-02
2.353000000000000203e+00 -2.049999999999999878e-01
2.350999999999999979e+00 -3.370000000000000218e-01
2.353000000000000203e+00 -3.998999999999999777e-01
2.376999999999999780e+00 -3.890000000000000124e-01
2.133999999999999897e+00 -9.729999999999999760e-01
1.786000000000000032e+00 -1.173999999999999932e+00
1.768000000000000016e+00 -1.211000000000000076e+00
1.768000000000000016e+00 -1.254000000000000004e+00
1.673999999999999932e+00 -1.254000000000000004e+00
1.673999999999999932e+00 -1.366000000000000103e+00
1.554999999999999938e+00 -1.366000000000000103e+00
1.411999999999999922e+00 -1.366000000000000103e+00
1.272999999999999909e+00 -1.366000000000000103e+00
1.153000000000000025e+00 -1.366000000000000103e+00
1.018000000000000014e+00 -1.229000000000000092e+00
1.018000000000000014e+00 -8.000000000000000444e-01
1.018000000000000014e+00 -4.149999999999999800e-01
1.018000000000000014e+00 -4.000000000000000222e-01
1.018000000000000014e+00 0.000000000000000000e+00
