     -3.99330     -3.87090     -3.75577     -3.64730     -3.54491     -3.44812
     -3.35647     -3.26994     -3.18810     -3.10971     -3.03527     -2.96438
     -2.89678     -2.83206     -2.76999     -2.71074     -2.65387     -2.59921
     -2.54689     -2.49649     -2.44791     -2.40123     -2.35632     -2.31309
     -2.27144     -2.23130     -2.19259     -2.15523     -2.11917     -2.08434
     -2.05061     -2.01785     -1.98610     -1.95521     -1.92520     -1.89574
     -1.86743     -1.84022     -1.81379     -1.78811     -1.76314     -1.73886
     -1.71524     -1.69226     -1.66988     -1.64809     -1.62686     -1.60616
     -1.58599     -1.56632     -1.54713     -1.52841     -1.51013     -1.49228
     -1.47486     -1.45783     -1.44119     -1.42493     -1.40903     -1.39348
     -1.37827     -1.36339     -1.34883     -1.33458     -1.32062
     -3.99330     -3.87090     -3.75577     -3.64730     -3.54491     -3.44812
     -3.35691     -3.27041     -3.18822     -3.10983     -3.03528     -2.96429
     -2.89657     -2.83181     -2.76982     -2.71050     -2.65362     -2.59903
     -2.54666     -2.49629     -2.44781     -2.40118     -2.35630     -2.31309
     -2.27146     -2.23132     -2.19261     -2.15525     -2.11919     -2.08436
     -2.05063     -2.01785     -1.98611     -1.95520     -1.92520     -1.89572
     -1.86743     -1.84022     -1.81379     -1.78811     -1.76314     -1.73886
     -1.71524     -1.69226     -1.66988     -1.64809     -1.62686     -1.60616
     -1.58599     -1.56632     -1.54713     -1.52841     -1.51013     -1.49228
     -1.47486     -1.45783     -1.44119     -1.42493     -1.40903     -1.39348
     -1.37827     -1.36339     -1.34883     -1.33458     -1.32062
     -3.99330     -3.87090     -3.75577     -3.64730     -3.54491     -3.44812
     -3.35676     -3.27015     -3.18783     -3.10949     -3.03494     -2.96391
     -2.89614     -2.83138     -2.76943     -2.71010     -2.65324     -2.59870
     -2.54632     -2.49599     -2.44759     -2.40101     -2.35617     -2.31298
     -2.27136     -2.23122     -2.19250     -2.15511     -2.11901     -2.08410
     -2.05030     -2.01751     -1.98569     -1.95474     -1.92459     -1.89546
     -1.86743     -1.84022     -1.81379     -1.78811     -1.76314     -1.73886
     -1.71524     -1.69226     -1.66988     -1.64809     -1.62686     -1.60616
     -1.58599     -1.56632     -1.54713     -1.52841     -1.51013     -1.49228
     -1.47486     -1.45783     -1.44119     -1.42493     -1.40903     -1.39348
     -1.37827     -1.36339     -1.34883     -1.33458     -1.32062
     -3.99330     -3.87090     -3.75577     -3.64730     -3.54491     -3.44812
     -3.35647     -3.26957     -3.18705     -3.10876     -3.03431     -2.96335
     -2.89561     -2.83088     -2.76896     -2.70967     -2.65284     -2.59832
     -2.54597     -2.49568     -2.44731     -2.40078     -2.35597     -2.31279
     -2.27118     -2.23104     -2.19229     -2.15486     -2.11869     -2.08370
