        0.0000000	      1.5295812
     0.0049999999	      1.8038024
     0.0099999998	      2.1443105
      0.015000000	      2.5215111
      0.020000000	      2.9195457
      0.025000000	      3.3293789
      0.029999999	      3.7460580
      0.035000000	      4.1667218
      0.039999999	      4.5896731
      0.045000002	      5.0139052
      0.050000001	      5.4387640
      0.055000000	      5.8638281
      0.059999999	      6.2888375
      0.064999998	      6.7145425
      0.070000000	      7.1419429
      0.075000003	      7.5704697
      0.079999998	      8.0050905
      0.085000001	      8.4649505
      0.090000004	      8.9618716
      0.094999999	      9.4864035
       0.10000000	      10.009310
       0.10500000	      10.499293
       0.11000000	      10.955089
       0.11500000	      11.388548
       0.12000000	      11.813998
       0.12500000	      12.241034
       0.13000000	      12.669188
       0.13500001	      13.099224
       0.14000000	      13.525208
       0.14500000	      13.941418
       0.15000001	      14.347318
       0.15500000	      14.745458
       0.16000000	      15.138220
       0.16500001	      15.525451
       0.17000000	      15.905423
       0.17500000	      16.276348
       0.18000001	      16.637985
       0.18500000	      16.990765
       0.19000000	      17.334895
       0.19499999	      17.670814
       0.20000000	      17.998129
       0.20500000	      18.315897
       0.20999999	      18.623915
       0.21500000	      18.920534
       0.22000000	      19.205860
       0.22499999	      19.480096
       0.23000000	      19.742807
       0.23500000	      19.994372
       0.23999999	      20.235090
       0.24500000	      20.464258
       0.25000000	      20.681108
       0.25500000	      20.885356
       0.25999999	      21.077408
       0.26499999	      21.256713
       0.27000001	      21.423426
       0.27500001	      21.577721
       0.28000000	      21.719733
       0.28500000	      21.850130
       0.28999999	      21.968369
       0.29499999	      22.074387
       0.30000001	      22.168328
       0.30500001	      22.250068
       0.31000000	      22.322485
       0.31500000	      22.390005
       0.31999999	      22.446419
       0.32499999	      22.492449
       0.33000001	      22.529400
       0.33500001	      22.558164
       0.34000000	      22.579314
       0.34500000	      22.592320
       0.34999999	      22.597269
       0.35499999	      22.594909
       0.36000001	      22.585074
       0.36500001	      22.568143
       0.37000000	      22.545308
       0.37500000	      22.517786
       0.38000000	      22.485340
       0.38499999	      22.448990
       0.38999999	      22.407765
       0.39500001	      22.362813
       0.40000001	      22.313103
       0.40500000	      22.258786
       0.41000000	      22.202538
       0.41499999	      22.146572
       0.41999999	      22.086968
       0.42500001	      22.023809
       0.43000001	      21.957636
       0.43500000	      21.888990
       0.44000000	      21.818410
       0.44499999	      21.746439
       0.44999999	      21.673616
       0.45500001	      21.600481
       0.46000001	      21.527903
       0.46500000	      21.455700
       0.47000000	      21.383245
       0.47499999	      21.313335
       0.47999999	      21.246345
       0.48500001	      21.156261
       0.49000001	      21.061265
       0.49500000	      20.967201
       0.50000000	      20.873960
       0.50500000	      20.781668
       0.50999999	      20.689709
       0.51499999	      20.597521
       0.51999998	      20.507507
       0.52499998	      20.403767
       0.52999997	      20.289370
       0.53500003	      20.174826
       0.54000002	      20.060176
       0.54500002	      19.945398
       0.55000001	      19.833367
       0.55500001	      19.711109
       0.56000000	      19.581653
       0.56500000	      19.452457
       0.56999999	      19.323834
       0.57499999	      19.196365
       0.57999998	      19.066167
       0.58499998	      18.928158
       0.58999997	      18.790976
       0.59500003	      18.653898
       0.60000002	      18.516956
       0.60500002	      18.377149
       0.61000001	      18.233285
       0.61500001	      18.087703
       0.62000000	      17.942283
       0.62500000	      17.795507
       0.63000000	      17.647364
       0.63499999	      17.498240
       0.63999999	      17.348623
       0.64499998	      17.199354
       0.64999998	      17.049929
       0.65499997	      16.900203
       0.66000003	      16.750295
       0.66500002	      16.600538
       0.67000002	      16.449610
       0.67500001	      16.296809
       0.68000001	      16.143391
       0.68500000	      15.989764
       0.69000000	      15.836224
       0.69499999	      15.683034
       0.69999999	      15.529488
       0.70499998	      15.375890
       0.70999998	      15.222800
       0.71499997	      15.069320
       0.72000003	      14.915298
       0.72500002	      14.761170
       0.73000002	      14.607487
       0.73500001	      14.453950
       0.74000001	      14.301321
       0.74500000	      14.149832
       0.75000000	      13.999661
       0.75500000	      13.850784
       0.75999999	      13.703302
       0.76499999	      13.557394
       0.76999998	      13.413436
       0.77499998	      13.269540
       0.77999997	      13.124334
       0.78500003	      12.980319
       0.79000002	      12.834041
       0.79500002	      12.689290
       0.80000001	      12.542710
       0.80500001	      12.394737
       0.81000000	      12.247869
       0.81500000	      12.107668
       0.81999999	      11.976171
       0.82499999	      11.845924
       0.82999998	      11.718179
       0.83499998	      11.599975
       0.83999997	      11.493289
       0.84500003	      11.392033
       0.85000002	      11.298875
       0.85500002	      11.211106
       0.86000001	      11.132846
       0.86500001	      11.060675
       0.87000000	      10.995621
       0.87500000	      10.933341
       0.88000000	      10.842437
       0.88499999	      10.745153
       0.88999999	      10.624501
       0.89499998	      10.476979
       0.89999998	      10.293076
       0.90499997	      10.009228
       0.91000003	      9.6081851
       0.91500002	      9.0718134
       0.92000002	      8.3687049
       0.92500001	      7.4664669
       0.93000001	      6.3416189
       0.93500000	      4.9710220
       0.94000000	      3.3529354
       0.94499999	      1.5148465
       0.94999999	    -0.47740455
       0.95499998	     -2.5102672
       0.95999998	     -4.4263600
       0.96499997	     -6.0725596
       0.97000003	     -7.2809592
       0.97500002	     -7.9460770
       0.98000002	     -8.0288545
       0.98500001	     -7.5990706
       0.99000001	     -6.8039603
       0.99500000	     -5.8112967
        1.0000000	     -4.7901934
