     -3.83152     -3.71407     -3.60361     -3.49953     -3.40135     -3.30863
     -3.22096     -3.13790     -3.05895     -2.98353     -2.91173     -2.84341
     -2.77827     -2.71601     -2.65643     -2.59939     -2.54471     -2.49227
     -2.44193     -2.39358     -2.34713     -2.30251     -2.25957     -2.21820
     -2.17832     -2.13985     -2.10272     -2.06685     -2.03219     -1.99866
     -1.96623     -1.93483     -1.90442     -1.87495     -1.84638     -1.81867
     -1.79177     -1.76566     -1.74030     -1.71566     -1.69171     -1.66841
     -1.64575     -1.62370     -1.60223     -1.58132     -1.56095     -1.54109
     -1.52174     -1.50286     -1.48445     -1.46648     -1.44895     -1.43182
     -1.41510     -1.39877     -1.38280     -1.36720     -1.35194     -1.33703
     -1.32243     -1.30816     -1.29418     -1.28051     -1.26712
     -3.83152     -3.71407     -3.60361     -3.49963     -3.40166     -3.30927
     -3.22195     -3.13894     -3.05972     -2.98400     -2.91200     -2.84355
     -2.77828     -2.71595     -2.65635     -2.59929     -2.54462     -2.49219
     -2.44187     -2.39355     -2.34713     -2.30251     -2.25957     -2.21820
     -2.17832     -2.13985     -2.10272     -2.06685     -2.03219     -1.99866
     -1.96623     -1.93483     -1.90442     -1.87495     -1.84638     -1.81867
     -1.79177     -1.76566     -1.74030     -1.71566     -1.69171     -1.66841
     -1.64575     -1.62370     -1.60223     -1.58132     -1.56095     -1.54109
     -1.52174     -1.50286     -1.48445     -1.46648     -1.44895     -1.43182
     -1.41510     -1.39877     -1.38280     -1.36720     -1.35194     -1.33703
     -1.32243     -1.30816     -1.29418     -1.28051     -1.26712
     -3.83152     -3.71407     -3.60365     -3.49980     -3.40211     -3.30987
     -3.22234     -3.13898     -3.05944     -2.98379     -2.91187     -2.84339
     -2.77810     -2.71575     -2.65615     -2.59911     -2.54446     -2.49206
     -2.44178     -2.39351     -2.34712     -2.30251     -2.25957     -2.21820
     -2.17832     -2.13985     -2.10272     -2.06685     -2.03219     -1.99866
     -1.96623     -1.93483     -1.90442     -1.87495     -1.84638     -1.81867
     -1.79177     -1.76566     -1.74030     -1.71566     -1.69171     -1.66841
     -1.64575     -1.62370     -1.60223     -1.58132     -1.56095     -1.54109
     -1.52174     -1.50286     -1.48445     -1.46648     -1.44895     -1.43182
     -1.41510     -1.39877     -1.38280     -1.36720     -1.35194     -1.33703
