     0.125154     0.117955     0.110123     0.101626    0.0925816    0.0832535
    0.0740181    0.0653058    0.0604566    0.0629217    0.0656042    0.0657175
    0.0646794    0.0648443    0.0659379    0.0678898    0.0707375    0.0745823
    0.0796229    0.0862342    0.0951088     0.104136     0.111711     0.118404
     0.124531     0.130282     0.135773     0.141076     0.146224     0.151217
     0.156407     0.161908     0.167678     0.173710     0.179985     0.186508
     0.193138     0.199536     0.205767     0.211889     0.217960     0.224031
     0.230142     0.236317     0.242562     0.248873     0.255231     0.261612
     0.267983     0.274308     0.280545     0.286648     0.292572     0.298269
     0.303694     0.308804     0.313561     0.317933     0.321897     0.325436
     0.328543     0.331221     0.333477     0.335330     0.336799
     0.119296     0.110505     0.100757    0.0898934    0.0779269    0.0651571
    0.0540372    0.0480980    0.0480841    0.0542086    0.0597125    0.0627084
    0.0644661    0.0661971    0.0682553    0.0708068    0.0739822    0.0779128
    0.0827446    0.0886322    0.0956187     0.102884     0.109681     0.116021
     0.122003     0.127716     0.133230     0.138588     0.143808     0.148884
     0.154151     0.159731     0.165601     0.171764     0.178233     0.185038
     0.192044     0.198936     0.205770     0.212590     0.219431     0.226322
     0.233285     0.240332     0.247463     0.254672     0.261939     0.269239
     0.276534     0.283782     0.290932     0.297927     0.304708     0.311211
     0.317376     0.323142     0.328459     0.333282     0.337581     0.341335
     0.344541     0.347205     0.349346     0.350993     0.352183
     0.115167     0.105474    0.0944580    0.0814786    0.0662805    0.0548355
    0.0485308    0.0475935    0.0521954    0.0578779    0.0626025    0.0662809
    0.0692557    0.0719197    0.0745828    0.0774601    0.0807011    0.0844106
    0.0886512    0.0934268    0.0986504     0.104145     0.109725     0.115278
     0.120762     0.126176     0.131537     0.136866     0.142187     0.147545
     0.153062     0.158821     0.164847     0.171150     0.177738     0.184609
     0.191690     0.198879     0.206162     0.213548     0.221052     0.228685
     0.236456     0.244367     0.252414     0.260585     0.268857     0.277199
     0.285569     0.293913     0.302168     0.310261     0.318109     0.325627
     0.332724     0.339316     0.345326     0.350692     0.355369     0.359334
     0.362586     0.365144     0.367044     0.368337     0.369084
     0.113221     0.103747    0.0932673    0.0812696    0.0681920    0.0607637
    0.0597330    0.0616332    0.0641917    0.0670402    0.0698955    0.0726143
    0.0751916    0.0777078    0.0802737    0.0829967    0.0859652    0.0892423
    0.0928619    0.0968245     0.101097     0.105623     0.110338     0.115186
     0.120134     0.125167     0.130285     0.135499     0.140832     0.146316
     0.151992     0.157897     0.164058     0.170490     0.177199     0.184178
     0.191409     0.198875     0.206561     0.214464     0.222585     0.230929
     0.239498     0.248289     0.257297     0.266506     0.275894     0.285426
     0.295053     0.304714     0.314327     0.323797     0.333011     0.341843
     0.350159     0.357829     0.364732     0.370772     0.375880     0.380029
     0.383226     0.385513     0.386962     0.387663     0.387714
     0.112618     0.104208    0.0959283    0.0876175    0.0800547    0.0766887
    0.0751956    0.0749486    0.0755348    0.0766600    0.0781173    0.0797768
    0.0815759    0.0835032    0.0855798    0.0878417    0.0903268    0.0930668
    0.0960816    0.0993771     0.102945     0.106768     0.110823     0.115088
     0.119547     0.124191     0.129021     0.134044     0.139273     0.144727
     0.150426     0.156393     0.162645     0.169196     0.176054     0.183223
     0.190703     0.198494     0.206595     0.215008     0.223737     0.232786
     0.242159     0.251858     0.261878     0.272212     0.282838     0.293727
     0.304831     0.316082     0.327389     0.338627     0.349643     0.360249
     0.370237     0.379390     0.387506     0.394422     0.400029     0.404288
     0.407230     0.408948     0.409583     0.409299     0.408267
     0.110767     0.102708    0.0979601    0.0942050    0.0907736    0.0881559
    0.0864351    0.0854930    0.0851727    0.0853313    0.0858544    0.0866602
    0.0876984    0.0889453    0.0903975    0.0920645    0.0939623    0.0961076
    0.0985142     0.101191     0.104141     0.107362     0.110849     0.114598
     0.118604     0.122866     0.127388     0.132175     0.137238     0.142590
     0.148246     0.154219     0.160525     0.167175     0.174182     0.181554
     0.189300     0.197428     0.205946     0.214864     0.224192     0.233941
     0.244122     0.254745     0.265819     0.277346     0.289323     0.301735
     0.314551     0.327716     0.341140     0.354686     0.368155     0.381271
     0.393692     0.405033     0.414922     0.423057     0.429248     0.433440
     0.435719     0.436296     0.435464     0.433541     0.430821
     0.110957     0.103301     0.100425    0.0990978    0.0975497    0.0960545
    0.0947852    0.0938154    0.0931571    0.0927924    0.0926937    0.0928361
    0.0932020    0.0937837    0.0945821    0.0956055    0.0968669    0.0983816
     0.100165     0.102229     0.104585     0.107238     0.110193     0.113454
     0.117022     0.120904     0.125104     0.129630     0.134493     0.139703
     0.145272     0.151213     0.157540     0.164265     0.171402     0.178963
     0.186961     0.195411     0.204327     0.213726     0.223627     0.234049
     0.245014     0.256548     0.268674     0.281418     0.294804     0.308851
     0.323571     0.338955     0.354965     0.371505     0.388381     0.405238
     0.421496     0.436369     0.449080     0.459053     0.465949     0.469669
     0.470399     0.468647     0.465113     0.460445     0.455130
     0.113993     0.106804     0.104907     0.104520     0.103792     0.102874
     0.101887     0.100925     0.100048    0.0992969    0.0986939    0.0982549
    0.0979921    0.0979176    0.0980453    0.0983919    0.0989770    0.0998229
     0.100953     0.102389     0.104145     0.106235     0.108664     0.111441
     0.114573     0.118068     0.121935     0.126182     0.130819     0.135858
     0.141311     0.147189     0.153507     0.160277     0.167515     0.175236
     0.183455     0.192192     0.201466     0.211300     0.221719     0.232754
     0.244438     0.256811     0.269919     0.283813     0.298555     0.314213
     0.330865     0.348599     0.367501     0.387650     0.409076     0.431672
     0.454909     0.476299     0.493730     0.506595     0.514479     0.517065
