8.399999999999999689e-01 -1.600000000000000089e+00 3.321959999999999913e-01
8.665620000000000545e-01 -1.600000000000000089e+00 3.549309999999999965e-01
8.931249999999999467e-01 -1.600000000000000089e+00 3.789469999999999783e-01
9.196879999999999500e-01 -1.600000000000000089e+00 4.043470000000000120e-01
9.462500000000000355e-01 -1.600000000000000089e+00 4.248230000000000062e-01
9.728120000000000100e-01 -1.600000000000000089e+00 4.573670000000000235e-01
9.993750000000000133e-01 -1.600000000000000089e+00 5.497020000000000239e-01
1.025940000000000074e+00 -1.600000000000000089e+00 5.062210000000000321e-01
1.052499999999999991e+00 -1.600000000000000089e+00 3.010280000000000178e-01
1.079059999999999908e+00 -1.600000000000000089e+00 2.122580000000000022e-01
1.105620000000000047e+00 -1.600000000000000089e+00 3.026550000000000074e-01
1.132190000000000030e+00 -1.600000000000000089e+00 4.266030000000000100e-01
1.158749999999999947e+00 -1.600000000000000089e+00 4.343139999999999779e-01
1.185310000000000086e+00 -1.600000000000000089e+00 2.558030000000000026e-01
1.211870000000000003e+00 -1.600000000000000089e+00 1.823660000000000003e-01
1.238439999999999985e+00 -1.600000000000000089e+00 2.632050000000000223e-01
1.264999999999999902e+00 -1.600000000000000089e+00 2.011290000000000022e-01
1.291560000000000041e+00 -1.600000000000000089e+00 1.096820000000000017e-01
1.318130000000000024e+00 -1.600000000000000089e+00 1.940230000000000010e-01
1.344689999999999941e+00 -1.600000000000000089e+00 3.216640000000000055e-01
1.371250000000000080e+00 -1.600000000000000089e+00 3.259250000000000203e-01
1.397809999999999997e+00 -1.600000000000000089e+00 2.118609999999999938e-01
1.424379999999999979e+00 -1.600000000000000089e+00 1.440160000000000051e-01
1.450939999999999896e+00 -1.600000000000000089e+00 9.731130000000000335e-02
1.477500000000000036e+00 -1.600000000000000089e+00 6.292059999999999320e-02
1.504059999999999953e+00 -1.600000000000000089e+00 4.362529999999999880e-02
1.530620000000000092e+00 -1.600000000000000089e+00 5.481289999999999774e-02
1.557190000000000074e+00 -1.600000000000000089e+00 9.288090000000000235e-02
1.583749999999999991e+00 -1.600000000000000089e+00 1.491689999999999960e-01
1.610309999999999908e+00 -1.600000000000000089e+00 1.781830000000000080e-01
1.636870000000000047e+00 -1.600000000000000089e+00 1.373769999999999991e-01
1.663440000000000030e+00 -1.600000000000000089e+00 1.216659999999999964e-01
1.689999999999999947e+00 -1.600000000000000089e+00 1.872769999999999990e-01
1.716560000000000086e+00 -1.600000000000000089e+00 2.453889999999999960e-01
1.743120000000000003e+00 -1.600000000000000089e+00 3.390870000000000273e-01
1.769689999999999985e+00 -1.600000000000000089e+00 4.233060000000000156e-01
1.796249999999999902e+00 -1.600000000000000089e+00 3.977319999999999744e-01
1.822810000000000041e+00 -1.600000000000000089e+00 3.486369999999999747e-01
1.849380000000000024e+00 -1.600000000000000089e+00 3.136780000000000124e-01
1.875939999999999941e+00 -1.600000000000000089e+00 2.887739999999999752e-01
1.902500000000000080e+00 -1.600000000000000089e+00 2.704409999999999870e-01
1.929059999999999997e+00 -1.600000000000000089e+00 2.565500000000000003e-01
