        R                 Z              n_n_slow        n_n_thermal        n_n_total       izn_rate_slow    izn_rate_thermal   izn_rate_total  
           1.35925           0.45076       1.26627E+06       1.88252E+13       1.88252E+13       9.49083E+08       1.41097E+16       1.41097E+16
           1.30831           0.41606       1.09160E+08       2.85421E+13       2.85423E+13       4.39296E+10       1.14863E+16       1.14864E+16
           1.32432           0.37401       1.28329E+06       1.88496E+13       1.88496E+13       4.55690E+08       6.69341E+15       6.69341E+15
           1.28960           0.41249       6.50384E+08       3.61055E+13       3.61062E+13       2.37161E+11       1.31658E+16       1.31660E+16
           1.34915           0.28348       7.93443E+02       9.66297E+12       9.66297E+12       2.63663E+05       3.21102E+15       3.21102E+15
           1.28653           0.29955       1.75360E+07       2.66712E+13       2.66712E+13       6.40392E+09       9.74000E+15       9.74000E+15
           1.30478           0.26235       2.36452E+05       1.87534E+13       1.87534E+13       8.07223E+07       6.40221E+15       6.40221E+15
           1.29120           0.43616       2.28291E+09       4.00106E+13       4.00129E+13       8.65013E+11       1.51603E+16       1.51612E+16
           1.22376           0.51794       7.65132E+13       1.43500E+14       2.20013E+14       2.37083E+16       4.44646E+16       6.81729E+16
           1.14180           0.32614       1.30872E+15       9.05548E+14       2.21426E+15       3.49620E+17       2.41915E+17       5.91535E+17
           1.26389           0.52547       1.50208E+12       9.33612E+13       9.48633E+13       5.05256E+14       3.14040E+16       3.19093E+16
           1.20045           0.45724       1.08816E+14       1.53059E+14       2.61875E+14       3.30590E+16       4.65006E+16       7.95596E+16
           1.24076           0.49730       7.80837E+12       1.06595E+14       1.14404E+14       2.66529E+15       3.63850E+16       3.90503E+16
           1.18067           0.44880       3.43086E+14       1.83472E+14       5.26558E+14       9.36639E+16       5.00887E+16       1.43753E+17
           1.20717           0.65060       1.64143E+15       2.83069E+15       4.47211E+15       1.21893E+18       2.10207E+18       3.32100E+18
           1.18846           0.74642       2.43411E+15       2.28391E+15       4.71801E+15       3.23484E+18       3.03522E+18       6.27006E+18
           1.22445           0.57741       3.06443E+14       6.39430E+14       9.45873E+14       8.08975E+16       1.68802E+17       2.49700E+17
           1.26212           0.58823       4.04923E+13       1.58260E+14       1.98752E+14       2.50610E+16       9.79485E+16       1.23010E+17
           1.18240           0.47571       9.01749E+14       8.11286E+14       1.71303E+15       2.41056E+17       2.16874E+17       4.57930E+17
           1.36021           0.78471       6.36391E+14       1.36905E+15       2.00544E+15       2.87212E+17       6.17870E+17       9.05082E+17
           1.28042           0.50362       1.05185E+11       6.70886E+13       6.71938E+13       3.69961E+13       2.35968E+16       2.36338E+16
           1.12074           0.50252       3.92526E+15       2.15874E+15       6.08400E+15       2.82420E+18       1.55320E+18       4.37741E+18
           1.29683           0.48191       6.24426E+09       4.75535E+13       4.75598E+13       2.25904E+12       1.72038E+16       1.72061E+16
           1.23881           0.47123       2.75403E+12       9.61699E+13       9.89239E+13       9.23568E+14       3.22507E+16       3.31743E+16
           1.31313           0.46036       3.23281E+08       3.32464E+13       3.32468E+13       1.18511E+11       1.21878E+16       1.21879E+16
           1.32459           0.44647       4.77503E+07       2.62591E+13       2.62591E+13       1.87763E+10       1.03256E+16       1.03256E+16
           1.25583           0.45152       1.99626E+11       6.99687E+13       7.01683E+13       6.99478E+13       2.45167E+16       2.45866E+16
           1.26834           0.54876       3.70390E+12       1.05635E+14       1.09339E+14       1.26430E+15       3.60578E+16       3.73221E+16
           1.34608           0.71832       1.37564E+14       3.38413E+14       4.75976E+14       3.92431E+16       9.65397E+16       1.35783E+17
           1.25091           0.60384       1.38098E+14       1.88564E+14       3.26663E+14       7.77282E+16       1.06133E+17       1.83861E+17
           1.33557           0.66618       1.06139E+13       1.81486E+14       1.92100E+14       6.88845E+15       1.17784E+17       1.24673E+17
           1.37497           0.66325       6.37426E+11       1.23477E+14       1.24114E+14       2.26795E+14       4.39327E+16       4.41595E+16
           1.24726           0.54746       1.75623E+13       1.29703E+14       1.47265E+14       5.44303E+15       4.01984E+16       4.56415E+16
           1.31502           0.70180       4.00157E+14       7.63301E+14       1.16346E+15       2.10655E+17       4.01826E+17       6.12481E+17
           1.36494           0.61331       3.22747E+10       8.00344E+13       8.00667E+13       2.37216E+13       5.88246E+16       5.88483E+16
           1.28470           0.52624       2.77543E+11       7.48638E+13       7.51414E+13       1.00109E+14       2.70033E+16       2.71034E+16
           1.27276           0.43194       1.21604E+10       5.02825E+13       5.02946E+13       4.37931E+12       1.81082E+16       1.81126E+16
           1.39133           0.80068       9.24985E+14       2.62703E+15       3.55202E+15       4.02874E+17       1.14419E+18       1.54707E+18
           1.38809           0.43290       1.01864E+04       1.17745E+13       1.17745E+13       3.64058E+06       4.20816E+15       4.20816E+15
           1.04556           0.00706       1.39505E+16       2.59361E+15       1.65441E+16       1.51632E+18       2.81908E+17       1.79823E+18
           1.36719           0.30433       1.22054E+02       8.09067E+12       8.09067E+12       7.90145E+04       5.23766E+15       5.23766E+15
           1.39574           0.31187       4.38973E+00       5.79487E+12       5.79487E+12       1.37261E+03       1.81198E+15       1.81198E+15
           1.42602           0.39896       1.23374E+01       6.04818E+12       6.04818E+12       4.15875E+03       2.03875E+15       2.03875E+15
           1.33864           0.31387       1.76609E+04       1.25694E+13       1.25694E+13       6.19415E+06       4.40841E+15       4.40841E+15
           1.39169           0.45281       4.72877E+04       1.36179E+13       1.36179E+13       1.77256E+07       5.10459E+15       5.10459E+15
           1.32187           0.33134       4.03464E+05       1.70379E+13       1.70379E+13       1.45620E+08       6.14943E+15       6.14943E+15
           1.45718           0.50239       1.15080E+03       1.11737E+13       1.11737E+13       4.26726E+05       4.14330E+15       4.14330E+15
           1.38200           0.46889       2.69568E+05       1.63271E+13       1.63271E+13       9.98414E+07       6.04715E+15       6.04715E+15
           1.40492           0.38423       6.51257E+01       7.10947E+12       7.10947E+12       4.50067E+04       4.91316E+15       4.91316E+15
           1.34844           0.46576       7.32729E+06       2.27811E+13       2.27811E+13       5.72018E+09       1.77844E+16       1.77844E+16
           1.42487           0.35519       4.77772E-01       4.84282E+12       4.84282E+12       3.01465E+02       3.05573E+15       3.05573E+15
           1.40642           0.42944       1.31716E+03       9.17299E+12       9.17299E+12       4.79674E+05       3.34055E+15       3.34055E+15
           1.44702           0.30270       1.25469E-03       2.99568E+12       2.99568E+12       6.87351E-01       1.64111E+15       1.64111E+15
           1.40566           0.28041       1.60744E-01       4.64967E+12       4.64967E+12       4.66001E+01       1.34795E+15       1.34795E+15
           1.47959           0.37705       3.00727E-03       3.30610E+12       3.30610E+12       1.81573E+00       1.99616E+15       1.99616E+15
           1.45652           0.32833       3.45828E-03       3.15783E+12       3.15783E+12       2.05659E+00       1.87792E+15       1.87792E+15
           1.47078           0.30653       1.28741E-04       2.48330E+12       2.48330E+12       7.14138E-02       1.37751E+15       1.37751E+15
           1.44210           0.35034       6.83454E-02       4.04264E+12       4.04264E+12       4.33186E+01       2.56230E+15       2.56230E+15
           1.46808           0.45028       6.62427E+00       6.43150E+12       6.43150E+12       4.74324E+03       4.60521E+15       4.60521E+15
           1.39485           0.39888       4.19146E+02       8.51041E+12       8.51041E+12       2.89843E+05       5.88501E+15       5.88501E+15
           1.45301           0.42560       1.61709E+00       5.81250E+12       5.81250E+12       1.08895E+03       3.91414E+15       3.91414E+15
           1.46639           0.40121       9.18424E-02       4.33158E+12       4.33158E+12       5.87963E+01       2.77302E+15       2.77302E+15
           1.43544           0.38326       1.97410E+00       5.08947E+12       5.08947E+12       6.61308E+02       1.70493E+15       1.70493E+15
           1.44971           0.45902       5.05955E+01       7.89622E+12       7.89622E+12       3.58880E+04       5.60088E+15       5.60088E+15
           1.49260           0.35309       1.37606E-04       2.56106E+12       2.56106E+12       7.76456E-02       1.44510E+15       1.44510E+15
           1.43207           0.32349       3.68617E-02       3.85900E+12       3.85900E+12       2.16047E+01       2.26177E+15       2.26177E+15
           1.38816           0.24480       3.00697E-01       5.31419E+12       5.31419E+12       8.57520E+01       1.51549E+15       1.51549E+15
           1.46543           0.48465       1.68940E+02       8.92103E+12       8.92103E+12       6.27743E+04       3.31486E+15       3.31486E+15
           1.36605           0.54896       2.48236E+08       3.96703E+13       3.96705E+13       9.51605E+10       1.52075E+16       1.52076E+16
           1.30093           0.50387       1.73514E+10       5.28939E+13       5.29113E+13       6.46341E+12       1.97030E+16       1.97094E+16
           1.39359           0.56114       4.87049E+07       3.56709E+13       3.56709E+13       3.72116E+10       2.72533E+16       2.72533E+16
           1.43080           0.55525       1.43588E+06       2.42438E+13       2.42438E+13       5.73759E+08       9.68751E+15       9.68751E+15
           1.31705           0.48164       9.37123E+08       3.69779E+13       3.69789E+13       3.55890E+11       1.40430E+16       1.40434E+16
           1.37457           0.59584       5.87824E+09       6.34340E+13       6.34399E+13       4.48613E+12       4.84113E+16       4.84158E+16
           1.38803           0.71013       7.50800E+12       1.92671E+14       2.00179E+14       2.44663E+15       6.27856E+16       6.52323E+16
           1.35581           0.69958       3.62899E+13       2.29995E+14       2.66285E+14       1.16684E+16       7.39511E+16       8.56195E+16
           1.46755           0.69133       5.10806E+10       8.79318E+13       8.79829E+13       1.94640E+13       3.35060E+16       3.35254E+16
           1.34544           0.64848       2.43239E+12       1.42942E+14       1.45374E+14       1.70005E+15       9.99052E+16       1.01605E+17
           1.38414           0.64474       1.34277E+11       9.63726E+13       9.65069E+13       5.02757E+13       3.60836E+16       3.61339E+16
           1.45574           0.72055       1.14399E+12       1.33847E+14       1.34991E+14       4.11957E+14       4.81990E+16       4.86110E+16
           1.44328           0.66787       1.27115E+10       7.76040E+13       7.76167E+13       9.56286E+12       5.83816E+16       5.83912E+16
           1.35592           0.56540       1.75096E+09       5.26231E+13       5.26248E+13       6.52699E+11       1.96161E+16       1.96168E+16
           1.48083           0.61753       1.59387E+07       3.45355E+13       3.45355E+13       6.22635E+09       1.34911E+16       1.34911E+16
           1.40347           0.54391       7.51533E+06       2.81359E+13       2.81359E+13       6.06420E+09       2.27031E+16       2.27031E+16
           1.46769           0.57725       4.45351E+05       2.29892E+13       2.29892E+13       1.77695E+08       9.17269E+15       9.17269E+15
           1.43981           0.53724       2.16214E+05       1.86760E+13       1.86760E+13       8.40954E+07       7.26396E+15       7.26396E+15
           1.42281           0.50970       4.51725E+04       1.62614E+13       1.62614E+13       3.37984E+07       1.21669E+16       1.21669E+16
           1.49238           0.55544       1.11587E+04       1.54509E+13       1.54509E+13       8.56313E+06       1.18569E+16       1.18569E+16
           1.46428           0.79023       3.92773E+14       1.25239E+15       1.64516E+15       1.08085E+17       3.44638E+17       4.52724E+17
           1.36934           0.74820       1.24916E+14       4.88835E+14       6.13751E+14       3.40787E+16       1.33360E+17       1.67439E+17
           1.48746           0.73046       1.88912E+12       1.32057E+14       1.33946E+14       6.80515E+14       4.75706E+16       4.82511E+16
           1.41371           0.73486       1.84941E+13       2.42866E+14       2.61360E+14       1.18297E+16       1.55348E+17       1.67178E+17
           1.41173           0.69862       1.18550E+12       1.39598E+14       1.40783E+14       4.24149E+14       4.99454E+16       5.03696E+16
           1.47971           0.75024       8.31259E+12       1.82852E+14       1.91164E+14       2.77828E+15       6.11137E+16       6.38920E+16
           1.49125           0.52212       2.85649E+02       1.09564E+13       1.09564E+13       2.13130E+05       8.17480E+15       8.17480E+15
           1.42796           0.62608       4.93876E+08       5.48539E+13       5.48543E+13       1.89541E+11       2.10520E+16       2.10522E+16
           1.43183           0.49272       6.60120E+03       1.30800E+13       1.30800E+13       4.99005E+06       9.88757E+15       9.88757E+15
           1.40475           0.75418       7.45930E+13       3.05810E+14       3.80403E+14       4.23593E+16       1.73661E+17       2.16020E+17
           1.50271           0.49501       1.04624E+01       7.77973E+12       7.77973E+12       7.55122E+03       5.61501E+15       5.61501E+15
           1.37813           0.29241       2.10655E+01       6.94109E+12       6.94109E+12       1.35992E+04       4.48092E+15       4.48092E+15
           1.32100           0.26906       4.06689E+04       1.49872E+13       1.49872E+13       1.42164E+07       5.23902E+15       5.23902E+15
           1.37760           0.84658       1.23259E+15       2.64236E+15       3.87495E+15       7.48201E+17       1.60395E+18       2.35215E+18
           1.49127           0.15802       4.92893E-10       1.28692E+12       1.28692E+12       1.78033E-07       4.64835E+14       4.64835E+14
           1.09611           0.35868       4.65930E+15       2.12405E+15       6.78335E+15       2.89541E+18       1.31994E+18       4.21534E+18
           1.50463          -0.01354       5.78338E-13       9.37008E+11       9.37008E+11       1.56876E-10       2.54165E+14       2.54165E+14
           1.50455          -0.04246       4.95772E-13       9.38033E+11       9.38033E+11       1.34490E-10       2.54463E+14       2.54463E+14
           1.52299          -0.04085       1.25622E-14       7.37211E+11       7.37211E+11       3.10807E-12       1.82397E+14       1.82397E+14
           1.52305          -0.01515       1.46390E-14       7.36035E+11       7.36035E+11       3.62170E-12       1.82095E+14       1.82095E+14
           1.50985           0.03093       2.73390E-13       8.67393E+11       8.67393E+11       7.45434E-11       2.36506E+14       2.36506E+14
           1.49957           0.00256       3.29789E-12       1.02668E+12       1.02668E+12       9.92323E-10       3.08924E+14       3.08924E+14
           1.54148          -0.01673       3.36270E-16       5.74395E+11       5.74395E+11       7.50035E-14       1.28116E+14       1.28116E+14
           1.51791          -0.00068       8.66176E-14       8.07419E+11       8.07419E+11       2.40164E-11       2.23872E+14       2.23872E+14
           1.53625          -0.00387       2.05894E-15       6.31053E+11       6.31053E+11       5.21041E-13       1.59696E+14       1.59696E+14
           1.52785           0.02453       7.30379E-15       6.85813E+11       6.85813E+11       1.81689E-12       1.70603E+14       1.70603E+14
           1.54142          -0.03927       2.89148E-16       5.75170E+11       5.75170E+11       6.44936E-14       1.28290E+14       1.28290E+14
           1.49183           0.03743       9.37002E-12       1.08771E+12       1.08771E+12       2.77698E-09       3.22362E+14       3.22362E+14
           1.55458          -0.00700       4.42204E-17       4.89316E+11       4.89316E+11       1.00872E-14       1.11619E+14       1.11619E+14
           1.57291          -0.01007       8.58033E-19       3.73551E+11       3.73551E+11       1.73341E-16       7.54653E+13       7.54653E+13
           1.57832          -0.01979       1.33572E-19       3.35898E+11       3.35898E+11       2.28983E-17       5.75830E+13       5.75830E+13
           1.59559           0.00951       7.02389E-21       2.57127E+11       2.57127E+11       1.24373E-18       4.55299E+13       4.55299E+13
           1.57828          -0.03621       1.15850E-19       3.35836E+11       3.35836E+11       1.98611E-17       5.75751E+13       5.75751E+13
           1.58175           0.00603       8.39114E-20       3.17444E+11       3.17444E+11       1.44781E-17       5.47718E+13       5.47718E+13
           1.54583           0.01824       1.78975E-16       5.38066E+11       5.38066E+11       4.01518E-14       1.20712E+14       1.20712E+14
           1.56027           0.02446       1.77993E-17       4.50073E+11       4.50073E+11       4.10794E-15       1.03873E+14       1.03873E+14
           1.57236           0.04088       1.27682E-18       3.76099E+11       3.76099E+11       2.58082E-16       7.60201E+13       7.60201E+13
           1.56380           0.01207       4.03578E-18       4.17789E+11       4.17789E+11       8.02611E-16       8.30872E+13       8.30872E+13
           1.57795           0.01690       3.69322E-19       3.45533E+11       3.45533E+11       7.54570E-17       7.05967E+13       7.05967E+13
           1.58722           0.04214       9.67489E-20       3.08119E+11       3.08119E+11       2.01037E-17       6.40248E+13       6.40248E+13
           1.59123          -0.01306       1.50119E-20       2.76396E+11       2.76396E+11       2.62922E-18       4.84087E+13       4.84087E+13
           1.55990          -0.01828       7.02398E-18       4.43942E+11       4.43942E+11       1.38837E-15       8.77504E+13       8.77504E+13
           1.55986          -0.03772       6.06021E-18       4.44241E+11       4.44241E+11       1.19788E-15       8.78101E+13       8.78101E+13
           1.54257           0.03218       7.85569E-16       5.77050E+11       5.77050E+11       2.01202E-13       1.47796E+14       1.47796E+14
           1.52130           0.07313       7.43273E-14       7.71545E+11       7.71545E+11       2.05806E-11       2.13635E+14       2.13635E+14
           1.50708           0.04804       1.16919E-12       9.25198E+11       9.25198E+11       3.56235E-10       2.81893E+14       2.81893E+14
           1.52484           0.04004       3.17096E-14       7.33420E+11       7.33420E+11       8.90015E-12       2.05854E+14       2.05854E+14
           1.53760           0.07816       7.09459E-15       6.43393E+11       6.43393E+11       2.02712E-12       1.83835E+14       1.83835E+14
           1.52301           0.12674       5.05013E-13       8.26762E+11       8.26762E+11       1.55444E-10       2.54479E+14       2.54479E+14
           1.50419           0.10323       8.30264E-12       1.02063E+12       1.02063E+12       2.78188E-09       3.41973E+14       3.41973E+14
           1.54082           0.12860       4.51552E-14       6.82629E+11       6.82629E+11       1.43097E-11       2.16325E+14       2.16325E+14
           1.53874           0.11144       1.51868E-14       6.59473E+11       6.59473E+11       4.30460E-12       1.86923E+14       1.86923E+14
           1.52092           0.09060       2.53099E-13       8.12379E+11       8.12379E+11       7.85193E-11       2.52025E+14       2.52025E+14
           1.52562           0.14526       1.55848E-12       8.54495E+11       8.54495E+11       5.33337E-10       2.92423E+14       2.92423E+14
           1.53837           0.06219       2.06907E-15       6.11163E+11       6.11163E+11       5.22810E-13       1.54428E+14       1.54428E+14
           1.50418           0.08424       2.46190E-12       9.68742E+11       9.68742E+11       7.40582E-10       2.91415E+14       2.91415E+14
           1.56992           0.08157       1.14676E-17       4.15744E+11       4.15744E+11       2.67684E-15       9.70461E+13       9.70461E+13
           1.55420           0.06592       1.83333E-16       5.07601E+11       5.07601E+11       4.77903E-14       1.32319E+14       1.32319E+14
           1.58573           0.08021       8.07475E-19       3.41980E+11       3.41980E+11       1.93574E-16       8.19823E+13       8.19823E+13
           1.58536           0.06704       2.88341E-19       3.27727E+11       3.27727E+11       5.96858E-17       6.78385E+13       6.78385E+13
           1.55539           0.05143       5.32996E-17       4.81478E+11       4.81478E+11       1.21501E-14       1.09757E+14       1.09757E+14
           1.57087           0.09605       3.26726E-17       4.31726E+11       4.31726E+11       8.69755E-15       1.14927E+14       1.14927E+14
           1.57550           0.12579       7.04228E-17       4.37306E+11       4.37306E+11       1.87295E-14       1.16305E+14       1.16305E+14
           1.55590           0.11219       1.24764E-15       5.43334E+11       5.43334E+11       3.64083E-13       1.58554E+14       1.58554E+14
           1.60119           0.14929       8.73730E-18       3.65192E+11       3.65192E+11       2.38896E-15       9.98511E+13       9.98511E+13
           1.57933           0.14084       1.72445E-16       4.48671E+11       4.48671E+11       5.14394E-14       1.33836E+14       1.33836E+14
           1.59216           0.12142       4.57728E-18       3.61155E+11       3.61155E+11       1.24529E-15       9.82555E+13       9.82555E+13
           1.56180           0.14440       2.48660E-15       5.44570E+11       5.44570E+11       7.24683E-13       1.58707E+14       1.58707E+14
           1.58905           0.10749       1.91049E-18       3.50891E+11       3.50891E+11       4.58465E-16       8.42044E+13       8.42044E+13
           1.55438           0.09638       4.30245E-16       5.24356E+11       5.24356E+11       1.11303E-13       1.35649E+14       1.35649E+14
           1.57074           0.05391       4.37462E-18       3.98128E+11       3.98128E+11       1.02722E-15       9.34858E+13       9.34858E+13
           1.56632           0.16058       6.16700E-15       5.57452E+11       5.57452E+11       1.99799E-12       1.80604E+14       1.80604E+14
           1.58928           0.03055       2.85573E-20       2.87944E+11       2.87944E+11       5.00877E-18       5.05036E+13       5.05036E+13
           1.50718           0.14227       1.63391E-11       1.03328E+12       1.03328E+12       5.45195E-09       3.44779E+14       3.44779E+14
           1.61515          -0.02271       3.76765E-23       1.64811E+11       1.64811E+11       4.38472E-21       1.91804E+13       1.91804E+13
           1.61513          -0.03329       3.33317E-23       1.64524E+11       1.64524E+11       3.87909E-21       1.91471E+13       1.91471E+13
           1.63080          -0.00465       2.04866E-24       1.08054E+11       1.08054E+11       2.44781E-22       1.29107E+13       1.29107E+13
           1.60955          -0.01598       2.38185E-22       1.92631E+11       1.92631E+11       3.50641E-20       2.83579E+13       2.83579E+13
           1.60614           0.02046       6.02203E-22       2.12390E+11       2.12390E+11       8.89775E-20       3.13813E+13       3.13813E+13
           1.61321           0.00231       1.23632E-22       1.80188E+11       1.80188E+11       1.83853E-20       2.67956E+13       2.67956E+13
           1.62295           0.01066       1.22045E-23       1.44946E+11       1.44946E+11       1.45454E-21       1.72746E+13       1.72746E+13
           1.61996           0.01944       3.87272E-23       1.64158E+11       1.64158E+11       5.84957E-21       2.47953E+13       2.47953E+13
           1.61758          -0.00559       2.94716E-23       1.56851E+11       1.56851E+11       3.45384E-21       1.83816E+13       1.83816E+13
           1.60362           0.03064       1.99148E-21       2.31607E+11       2.31607E+11       3.58474E-19       4.16901E+13       4.16901E+13
           1.62785          -0.01880       3.46241E-24       1.15190E+11       1.15190E+11       4.09819E-22       1.36341E+13       1.36341E+13
           1.59967           0.00014       1.61938E-21       2.32036E+11       2.32036E+11       2.35269E-19       3.37111E+13       3.37111E+13
           1.63547          -0.01113       5.18413E-25       8.39525E+10       8.39525E+10       4.57876E-23       7.41492E+12       7.41492E+12
           1.20476          -0.14995       1.30858E+10       8.79700E+13       8.79831E+13       2.37260E+12       1.59500E+16       1.59524E+16
           1.63623           0.00859       7.26929E-25       9.93894E+10       9.93894E+10       8.81228E-23       1.20486E+13       1.20486E+13
           1.07378          -0.05714       4.10882E+15       1.47503E+15       5.58385E+15       3.34864E+18       1.20213E+18       4.55077E+18
           1.26715          -0.12307       7.79059E+05       2.81163E+13       2.81163E+13       1.30797E+08       4.72047E+15       4.72047E+15
           1.63971           0.00118       2.45281E-25       7.80235E+10       7.80235E+10       2.20353E-23       7.00938E+12       7.00938E+12
           1.63109           0.02543       3.49808E-24       1.31655E+11       1.31655E+11       4.26926E-22       1.60679E+13       1.60679E+13
           1.64398           0.02043       1.87595E-25       9.06213E+10       9.06213E+10       2.31430E-23       1.11797E+13       1.11797E+13
           1.65452           0.02201       1.92592E-26       6.59073E+10       6.59073E+10       1.81980E-24       6.22760E+12       6.22760E+12
           1.07354          -0.01608       5.54164E+15       2.61261E+15       8.15425E+15       1.86209E+18       8.77885E+17       2.73998E+18
           1.64613           0.01237       7.94615E-26       7.16964E+10       7.16964E+10       7.31073E-24       6.59632E+12       6.59632E+12
           1.65379           0.03041       3.70447E-26       8.30365E+10       8.30365E+10       4.65523E-24       1.04348E+13       1.04348E+13
           1.13638           0.06185       7.95271E+13       3.48937E+14       4.28464E+14       1.18795E+16       5.21233E+16       6.40029E+16
           1.63355          -0.02409       5.83972E-25       8.83922E+10       8.83922E+10       5.12091E-23       7.75119E+12       7.75119E+12
           1.63355          -0.03191       5.25907E-25       8.81989E+10       8.81989E+10       4.61174E-23       7.73426E+12       7.73426E+12
           1.62959           0.03474       8.90274E-24       1.47480E+11       1.47480E+11       1.37015E-21       2.26975E+13       2.26975E+13
           1.60047           0.06469       1.88519E-20       2.68051E+11       2.68051E+11       3.99733E-18       5.68374E+13       5.68374E+13
           1.61509           0.04951       4.17269E-22       2.04586E+11       2.04586E+11       7.66119E-20       3.75626E+13       3.75626E+13
           1.62965           0.06541       6.73700E-23       1.80476E+11       1.80476E+11       1.26267E-20       3.38255E+13       3.38255E+13
           1.62880           0.05482       3.07381E-23       1.68685E+11       1.68685E+11       4.78157E-21       2.62403E+13       2.62403E+13
           1.61595           0.03893       1.56576E-22       1.89976E+11       1.89976E+11       2.36986E-20       2.87539E+13       2.87539E+13
           1.61570           0.07198       1.25216E-21       2.21126E+11       2.21126E+11       2.31164E-19       4.08226E+13       4.08226E+13
           1.60246           0.08955       4.98096E-20       2.80629E+11       2.80629E+11       1.05983E-17       5.97112E+13       5.97112E+13
           1.60483           0.10235       1.16396E-19       2.90496E+11       2.90496E+11       2.85074E-17       7.11473E+13       7.11473E+13
           1.61748           0.14104       4.84115E-19       3.07274E+11       3.07274E+11       1.34388E-16       8.52976E+13       8.52976E+13
           1.62315           0.10754       6.58183E-21       2.42282E+11       2.42282E+11       1.43888E-18       5.29661E+13       5.29661E+13
           1.61732           0.08367       2.84836E-21       2.31797E+11       2.31797E+11       6.16768E-19       5.01919E+13       5.01919E+13
           1.61227           0.12821       2.43347E-19       2.97555E+11       2.97555E+11       6.00223E-17       7.33929E+13       7.33929E+13
           1.63383           0.08730       1.74505E-22       1.94788E+11       1.94788E+11       3.30862E-20       3.69318E+13       3.69318E+13
           1.60071           0.05282       6.86179E-21       2.53890E+11       2.53890E+11       1.23257E-18       4.56056E+13       4.56056E+13
           1.63728           0.09836       3.30291E-22       2.04709E+11       2.04709E+11       7.29165E-20       4.51924E+13       4.51924E+13
           1.64685           0.07772       8.36086E-24       1.62778E+11       1.62778E+11       1.59686E-21       3.10893E+13       3.10893E+13
           1.65620           0.05762       2.13149E-25       1.22243E+11       1.22243E+11       3.40519E-23       1.95290E+13       1.95290E+13
           1.65456           0.04832       1.24078E-25       1.09427E+11       1.09427E+11       1.59600E-23       1.40755E+13       1.40755E+13
           1.64180           0.04763       1.57035E-24       1.32810E+11       1.32810E+11       2.46435E-22       2.08419E+13       2.08419E+13
           1.65450           0.09818       1.82771E-23       1.78386E+11       1.78386E+11       3.54215E-21       3.45716E+13       3.45716E+13
           1.64683           0.12032       6.46773E-22       2.17862E+11       2.17862E+11       1.44606E-19       4.87099E+13       4.87099E+13
           1.62749           0.11948       1.28293E-20       2.51514E+11       2.51514E+11       3.20493E-18       6.28316E+13       6.28316E+13
           1.66728           0.15918       7.20170E-21       2.72264E+11       2.72264E+11       2.04714E-18       7.73931E+13       7.73931E+13
           1.65303           0.13094       1.04878E-21       2.30119E+11       2.30119E+11       2.66154E-19       5.83987E+13       5.83987E+13
           1.65971           0.10820       2.89583E-23       1.90442E+11       1.90442E+11       6.49145E-21       4.26905E+13       4.26905E+13
           1.63891           0.14293       2.26373E-20       2.63150E+11       2.63150E+11       5.71332E-18       6.64150E+13       6.64150E+13
           1.66193           0.07656       5.22567E-25       1.41555E+11       1.41555E+11       8.52819E-23       2.31015E+13       2.31015E+13
           1.64429           0.06753       4.60414E-24       1.51784E+11       1.51784E+11       7.35382E-22       2.42432E+13       2.42432E+13
           1.64174           0.03814       7.53598E-25       1.19197E+11       1.19197E+11       9.44798E-23       1.49439E+13       1.49439E+13
           1.64609           0.15416       3.70527E-20       2.77018E+11       2.77018E+11       1.04525E-17       7.81460E+13       7.81460E+13
           1.66461           0.02973       3.58055E-27       6.14437E+10       6.14437E+10       3.47043E-25       5.95539E+12       5.95539E+12
           1.59673          -0.02127       2.32644E-21       2.44559E+11       2.44559E+11       3.35743E-19       3.52939E+13       3.52939E+13
           1.59671          -0.03473       2.03382E-21       2.44306E+11       2.44306E+11       2.93515E-19       3.52575E+13       3.52575E+13
           1.60726           0.16299       1.74752E-17       3.76161E+11       3.76161E+11       5.31970E-15       1.14509E+14       1.14509E+14
           1.51268           0.24246       5.65133E-09       1.30015E+12       1.30015E+12       2.48664E-06       5.72076E+14       5.72076E+14
           1.49490           0.17930       1.51935E-09       1.32618E+12       1.32618E+12       6.06275E-07       5.29193E+14       5.29193E+14
           1.51031           0.16216       5.01152E-11       1.06704E+12       1.06704E+12       1.85205E-08       3.94336E+14       3.94336E+14
           1.51981           0.20194       7.77545E-11       1.03616E+12       1.03616E+12       2.88777E-08       3.84825E+14       3.84825E+14
           1.51774           0.35032       1.06804E-05       2.13285E+12       2.13285E+12       6.04987E-03       1.20814E+15       1.20814E+15
           1.48491           0.28495       4.26055E-06       1.97760E+12       1.97760E+12       2.19625E-03       1.01942E+15       1.01942E+15
           1.51808           0.30591       1.86771E-07       1.59043E+12       1.59043E+12       9.08449E-05       7.73583E+14       7.73583E+14
           1.53053           0.28266       6.77971E-09       1.27804E+12       1.27804E+12       3.03827E-06       5.72744E+14       5.72744E+14
           1.49887           0.26359       1.51996E-07       1.60073E+12       1.60073E+12       7.24367E-05       7.62860E+14       7.62860E+14
           1.50563           0.37496       2.61271E-04       2.74586E+12       2.74586E+12       1.58669E-01       1.66756E+15       1.66756E+15
           1.53395           0.18248       2.63085E-12       8.38524E+11       8.38524E+11       9.02690E-10       2.87711E+14       2.87711E+14
