        R                 Z              n_n_slow        n_n_thermal        n_n_total       izn_rate_slow    izn_rate_thermal   izn_rate_total  
           1.56851          -0.11000       4.57130E-34       4.06996E+10       4.06996E+10       1.13083E-31       1.00681E+13       1.00681E+13
           1.55166          -0.11968       6.86008E-32       5.27594E+10       5.27594E+10       1.90318E-29       1.46369E+13       1.46369E+13
           1.56377          -0.14725       1.38370E-32       4.97521E+10       4.97521E+10       3.84022E-30       1.38078E+13       1.38078E+13
           1.54007          -0.10204       2.03899E-30       6.19902E+10       6.19902E+10       6.41234E-28       1.94950E+13       1.94950E+13
           1.53483          -0.06907       5.67243E-30       6.72264E+10       6.72264E+10       1.78087E-27       2.11058E+13       2.11058E+13
           1.54373          -0.08931       2.44667E-31       5.70370E+10       5.70370E+10       6.79501E-29       1.58406E+13       1.58406E+13
           1.57506          -0.08797       7.11197E-35       3.54812E+10       3.54812E+10       1.80511E-32       9.00562E+12       9.00562E+12
           1.56147          -0.08365       1.52390E-33       4.32198E+10       4.32198E+10       3.77251E-31       1.06993E+13       1.06993E+13
           1.55759          -0.09500       1.26105E-32       4.73672E+10       4.73672E+10       3.60610E-30       1.35451E+13       1.35451E+13
           1.51674          -0.07193       8.51940E-28       8.80471E+10       8.80471E+10       2.88323E-25       2.97979E+13       2.97979E+13
           1.56624          -0.12195       2.89236E-33       4.42999E+10       4.42999E+10       8.26880E-31       1.26646E+13       1.26646E+13
           1.52595          -0.09497       3.59214E-29       7.43118E+10       7.43118E+10       1.09220E-26       2.25946E+13       2.25946E+13
           1.53317          -0.14384       6.15210E-29       7.24759E+10       7.24759E+10       2.08541E-26       2.45676E+13       2.45676E+13
           1.55291          -0.06621       3.35619E-32       5.07639E+10       5.07639E+10       9.58408E-30       1.44963E+13       1.44963E+13
           1.56844          -0.20101       1.06224E-30       6.67036E+10       6.67036E+10       3.58371E-28       2.25040E+13       2.25040E+13
           1.46577          -0.18765       7.42514E-21       1.97005E+11       1.97005E+11       2.95316E-18       7.83537E+13       7.83537E+13
           1.59236          -0.22122       8.75677E-32       7.46980E+10       7.46980E+10       2.94610E-29       2.51311E+13       2.51311E+13
           1.60153          -0.25204       2.81270E-30       1.05110E+11       1.05110E+11       9.95542E-28       3.72031E+13       3.72031E+13
           1.61090          -0.23131       3.23026E-32       8.66796E+10       8.66796E+10       1.08137E-29       2.90170E+13       2.90170E+13
           1.58786          -0.20888       2.70733E-32       6.60201E+10       6.60201E+10       8.24055E-30       2.00952E+13       2.00952E+13
           1.57982          -0.17097       2.10386E-33       4.98204E+10       4.98204E+10       5.84653E-31       1.38449E+13       1.38449E+13
           1.58165          -0.18364       8.51019E-33       5.48381E+10       5.48381E+10       2.66494E-30       1.71724E+13       1.71724E+13
           1.59462          -0.16628       6.36040E-35       4.48729E+10       4.48729E+10       1.81201E-32       1.27838E+13       1.27838E+13
           1.59342          -0.15452       1.61422E-35       4.03169E+10       4.03169E+10       4.00200E-33       9.99542E+12       9.99542E+12
           1.59943          -0.18993       2.34025E-34       5.46291E+10       5.46291E+10       6.51456E-32       1.52071E+13       1.52071E+13
           1.57924          -0.13393       9.87654E-35       3.93187E+10       3.93187E+10       2.44471E-32       9.73243E+12       9.73243E+12
           1.60318          -0.20159       7.49497E-34       6.19944E+10       6.19944E+10       2.34184E-31       1.93705E+13       1.93705E+13
           1.58120          -0.24086       9.51690E-30       9.02192E+10       9.02192E+10       3.38425E-27       3.20823E+13       3.20823E+13
           1.62311          -0.22796       1.33247E-32       8.72928E+10       8.72928E+10       4.07703E-30       2.67094E+13       2.67094E+13
           1.63398          -0.26158       5.48668E-29       1.41533E+11       1.41533E+11       1.94862E-26       5.02662E+13       5.02662E+13
           1.61988          -0.21058       3.30622E-34       7.14190E+10       7.14190E+10       1.02879E-31       2.22233E+13       2.22233E+13
           1.64612          -0.21817       5.46733E-33       9.29138E+10       9.29138E+10       1.70731E-30       2.90146E+13       2.90146E+13
           1.64026          -0.23987       5.83128E-31       1.14824E+11       1.14824E+11       1.95955E-28       3.85856E+13       3.85856E+13
           1.63096          -0.20682       1.33680E-34       7.15155E+10       7.15155E+10       3.73862E-32       2.00007E+13       2.00007E+13
           1.61069          -0.17098       1.94113E-36       4.47548E+10       4.47548E+10       4.82067E-34       1.11146E+13       1.11146E+13
           1.61367          -0.18196       6.01427E-36       5.10794E+10       5.10794E+10       1.71051E-33       1.45274E+13       1.45274E+13
           1.62382          -0.16233       4.67715E-38       4.12405E+10       4.12405E+10       1.18205E-35       1.04227E+13       1.04227E+13
           1.63868          -0.16195       2.74307E-39       4.20666E+10       4.20666E+10       5.89961E-37       9.04738E+12       9.04738E+12
           1.63059          -0.18267       3.92519E-37       5.32389E+10       5.32389E+10       9.75972E-35       1.32375E+13       1.32375E+13
           1.60732          -0.14892       4.53428E-37       3.60362E+10       3.60362E+10       1.14735E-34       9.11856E+12       9.11856E+12
           1.63363          -0.14271       3.61415E-40       3.14191E+10       3.14191E+10       7.86665E-38       6.83876E+12       6.83876E+12
           1.61486          -0.24911       1.20291E-30       1.05954E+11       1.05954E+11       3.94727E-28       3.47683E+13       3.47683E+13
           1.56970          -0.26050       9.41054E-28       1.09052E+11       1.09052E+11       3.49093E-25       4.04539E+13       4.04539E+13
           1.62164          -0.15203       1.58924E-38       3.56068E+10       3.56068E+10       3.41452E-36       7.65020E+12       7.65020E+12
           1.58528          -0.10033       2.87699E-36       3.05702E+10       3.05702E+10       6.15324E-34       6.53830E+12       6.53830E+12
           1.59456          -0.12061       6.75575E-37       3.02803E+10       3.02803E+10       1.44639E-34       6.48293E+12       6.48293E+12
           1.60972          -0.10730       4.52525E-39       2.15581E+10       2.15581E+10       8.03230E-37       3.82656E+12       3.82656E+12
           1.60806          -0.11716       2.03152E-38       2.52143E+10       2.52143E+10       4.43046E-36       5.49890E+12       5.49890E+12
           1.59346          -0.13159       3.23155E-36       3.38076E+10       3.38076E+10       8.19010E-34       8.56827E+12       8.56827E+12
           1.59888          -0.10007       9.99975E-38       2.46721E+10       2.46721E+10       2.18326E-35       5.38672E+12       5.38672E+12
           1.59247          -0.08093       3.70247E-37       2.52363E+10       2.52363E+10       8.08615E-35       5.51157E+12       5.51157E+12
           1.57918          -0.07799       8.81165E-36       3.18403E+10       3.18403E+10       1.88507E-33       6.81156E+12       6.81156E+12
           1.60984          -0.07390       1.80441E-39       1.53508E+10       1.53508E+10       3.24959E-37       2.76454E+12       2.76454E+12
           1.59685          -0.07233       4.81415E-38       2.17593E+10       2.17593E+10       8.53421E-36       3.85735E+12       3.85735E+12
           1.60195          -0.09065       1.74299E-38       2.12715E+10       2.12715E+10       3.09002E-36       3.77108E+12       3.77108E+12
           1.58900          -0.06050       8.53983E-37       2.62938E+10       2.62938E+10       1.86376E-34       5.73843E+12       5.73843E+12
           1.61504          -0.08913       5.48236E-40       1.52342E+10       1.52342E+10       9.86958E-38       2.74252E+12       2.74252E+12
           1.58262          -0.11101       1.75320E-35       3.39255E+10       3.39255E+10       4.44893E-33       8.60892E+12       8.60892E+12
           1.62247          -0.10274       1.25473E-40       1.58436E+10       1.58436E+10       2.25657E-38       2.84940E+12       2.84940E+12
           1.61992          -0.12162       8.96289E-40       2.30717E+10       2.30717E+10       1.59398E-37       4.10313E+12       4.10313E+12
           1.63192          -0.11420       2.20386E-41       1.74231E+10       1.74231E+10       3.96033E-39       3.13091E+12       3.13091E+12
           1.64258          -0.11414       1.18250E-42       1.46360E+10       1.46360E+10       1.63938E-40       2.02909E+12       2.02909E+12
           1.63227          -0.13309       1.32412E-40       2.60870E+10       2.60870E+10       2.35857E-38       4.64671E+12       4.64671E+12
           1.63281          -0.10518       6.99612E-42       1.28379E+10       1.28379E+10       9.68282E-40       1.77680E+12       1.77680E+12
           1.61448          -0.06667       2.54771E-40       1.17337E+10       1.17337E+10       3.51178E-38       1.61738E+12       1.61738E+12
           1.62472          -0.09398       3.10800E-41       1.18471E+10       1.18471E+10       4.29324E-39       1.63650E+12       1.63650E+12
           1.61854          -0.08098       1.05231E-40       1.15520E+10       1.15520E+10       1.45134E-38       1.59325E+12       1.59325E+12
           1.61976          -0.13156       3.15278E-39       2.73706E+10       2.73706E+10       6.86727E-37       5.96176E+12       5.96176E+12
           1.60679          -0.13807       1.20404E-37       3.17607E+10       3.17607E+10       2.58238E-35       6.81195E+12       6.81195E+12
           1.57096          -0.06335       1.78024E-34       3.74977E+10       3.74977E+10       4.51341E-32       9.50671E+12       9.50671E+12
           1.63530          -0.19245       3.82225E-36       6.22654E+10       6.22654E+10       1.08669E-33       1.77024E+13       1.77024E+13
           1.57868          -0.14602       4.93019E-34       4.29894E+10       4.29894E+10       1.40744E-31       1.22724E+13       1.22724E+13
           1.60620          -0.27027       9.61999E-29       1.28575E+11       1.28575E+11       3.32780E-26       4.44774E+13       4.44774E+13
           1.44418          -0.08336       1.19390E-19       2.54622E+11       2.54622E+11       4.73339E-17       1.00948E+14       1.00948E+14
           1.44478          -0.58398       2.40094E-04       2.08158E+12       2.08158E+12       2.29587E-01       1.99049E+15       1.99049E+15
           1.60702          -0.05764       3.73583E-39       1.58642E+10       1.58642E+10       6.72396E-37       2.85534E+12       2.85534E+12
           1.23046          -0.00019       3.00917E+01       4.68680E+12       4.68680E+12       3.10618E+04       4.83789E+15       4.83789E+15
           1.22993          -0.08174       2.08975E+01       4.20875E+12       4.20875E+12       1.60086E+04       3.22412E+15       3.22412E+15
           1.24820          -0.08030       3.88973E-01       3.23236E+12       3.23236E+12       2.77560E+02       2.30652E+15       2.30652E+15
           1.24869          -0.00231       5.62529E-01       3.58611E+12       3.58611E+12       5.38784E+02       3.43474E+15       3.43474E+15
           1.24030           0.14058       6.81283E+00       4.22958E+12       4.22958E+12       7.01782E+03       4.35684E+15       4.35684E+15
           1.19402           0.00408       8.97538E+04       8.13546E+12       8.13546E+12       1.08998E+08       9.87979E+15       9.87979E+15
           1.25828           0.13216       1.21681E-01       3.25084E+12       3.25084E+12       1.16338E+02       3.10810E+15       3.10810E+15
           1.24456           0.04450       4.09428E+00       4.06938E+12       4.06938E+12       4.17169E+03       4.14632E+15       4.14632E+15
           1.21224           0.00194       1.63057E+03       6.16102E+12       6.16102E+12       1.82052E+06       6.87876E+15       6.87876E+15
           1.27625           0.12378       2.20775E-03       2.50814E+12       2.50814E+12       1.96554E+00       2.23298E+15       2.23298E+15
           1.26274           0.04027       7.66911E-02       3.11761E+12       3.11761E+12       7.27459E+01       2.95723E+15       2.95723E+15
           1.17581           0.00623       5.02175E+06       1.07650E+13       1.07650E+13       6.69473E+09       1.43513E+16       1.43513E+16
           1.28515          -0.00653       1.99164E-04       2.12814E+12       2.12814E+12       1.65518E-01       1.76862E+15       1.76862E+15
           1.28473          -0.07740       1.36520E-04       1.93366E+12       1.93366E+12       8.51999E-02       1.20677E+15       1.20677E+15
           1.32163          -0.01070       7.21881E-08       1.31651E+12       1.31651E+12       5.13742E-05       9.36920E+14       9.36920E+14
           1.32128          -0.07451       4.90840E-08       1.20625E+12       1.20625E+12       2.64682E-05       6.50463E+14       6.50463E+14
           1.30300          -0.07595       2.58026E-06       1.51965E+12       1.51965E+12       1.49943E-03       8.83087E+14       8.83087E+14
           1.30339          -0.00862       3.77986E-06       1.66530E+12       1.66530E+12       2.91245E-03       1.28314E+15       1.28314E+15
           1.31152           0.14816       4.81751E-06       1.65791E+12       1.65791E+12       4.00668E-03       1.37887E+15       1.37887E+15
           1.28092           0.03605       1.44138E-03       2.39898E+12       2.39898E+12       1.27589E+00       2.12353E+15       2.12353E+15
           1.31217           0.10714       7.57784E-07       1.53147E+12       1.53147E+12       5.83348E-04       1.17894E+15       1.17894E+15
           1.31728           0.02768       5.18720E-07       1.46862E+12       1.46862E+12       3.95596E-04       1.12003E+15       1.12003E+15
           1.29910           0.03186       2.72238E-05       1.86502E+12       1.86502E+12       2.24377E-02       1.53714E+15       1.53714E+15
           1.29373           0.15849       2.65213E-04       2.12323E+12       2.12323E+12       2.36919E-01       1.89671E+15       1.89671E+15
           1.33546           0.02353       9.87952E-09       1.16429E+12       1.16429E+12       6.97660E-06       8.22184E+14       8.22184E+14
           1.26692          -0.00442       1.05737E-02       2.75418E+12       2.75418E+12       9.42872E+00       2.45593E+15       2.45593E+15
           1.26646          -0.07885       7.27899E-03       2.49222E+12       2.49222E+12       4.85449E+00       1.66211E+15       1.66211E+15
           1.32929           0.13787       8.91339E-08       1.31187E+12       1.31187E+12       6.85982E-05       1.00963E+15       1.00963E+15
           1.16831           0.17456       8.42213E+07       1.27191E+13       1.27191E+13       1.24386E+11       1.87847E+16       1.87849E+16
           1.12140           0.01271       9.67048E+11       2.64056E+13       2.73726E+13       1.63831E+15       4.47347E+16       4.63730E+16
           1.13944           0.01054       1.66293E+10       1.89090E+13       1.89256E+13       2.78355E+13       3.16515E+16       3.16793E+16
           1.18632           0.16602       1.36678E+06       9.60639E+12       9.60640E+12       1.81692E+09       1.27702E+16       1.27702E+16
           1.13244           0.19174       3.32868E+11       2.20855E+13       2.24184E+13       5.81368E+14       3.85733E+16       3.91546E+16
           1.09824           0.07896       1.98265E+14       6.86976E+13       2.66963E+14       2.54162E+17       8.80655E+16       3.42227E+17
           1.15033           0.18313       5.30161E+09       1.67998E+13       1.68051E+13       8.84764E+12       2.80364E+16       2.80452E+16
           1.16877           0.23205       6.62407E+08       1.43985E+13       1.43991E+13       1.06311E+12       2.31083E+16       2.31094E+16
           1.10275           0.01489       3.98498E+13       3.87975E+13       7.86473E+13       5.74959E+16       5.59776E+16       1.13474E+17
           1.15090           0.24272       4.22991E+10       1.90022E+13       1.90445E+13       7.74792E+13       3.48063E+16       3.48838E+16
           1.20432           0.15750       2.28113E+04       7.28396E+12       7.28396E+12       2.76296E+07       8.82250E+15       8.82250E+15
           1.15761           0.00838       2.86872E+08       1.42953E+13       1.42956E+13       4.24975E+11       2.11772E+16       2.11777E+16
           1.31413           0.23117       6.73470E-06       1.57759E+12       1.57759E+12       5.62117E-03       1.31675E+15       1.31675E+15
           1.24026           0.18977       4.80918E+01       4.67144E+12       4.67144E+12       5.32933E+04       5.17669E+15       5.17669E+15
           1.33145           0.21698       1.20041E-07       1.24797E+12       1.24797E+12       9.29459E-05       9.66281E+14       9.66281E+14
           1.27592           0.16887       1.48059E-02       2.74800E+12       2.74800E+12       1.41736E+01       2.63064E+15       2.63064E+15
           1.25810           0.17930       8.36602E-01       3.57317E+12       3.57317E+12       8.60224E+02       3.67406E+15       3.67406E+15
           1.29677           0.24543       3.91637E-04       2.02158E+12       2.02158E+12       3.50449E-01       1.80897E+15       1.80897E+15
           1.26195           0.27413       1.45292E+00       3.38495E+12       3.38495E+12       1.50290E+03       3.50139E+15       3.50139E+15
           1.18666           0.22142       1.04497E+07       1.07729E+13       1.07729E+13       1.50441E+10       1.55094E+16       1.55094E+16
           1.27938           0.25975       2.34721E-02       2.60924E+12       2.60924E+12       2.25456E+01       2.50625E+15       2.50625E+15
           1.22241           0.20028       2.82650E+03       6.14765E+12       6.14765E+12       3.39000E+06       7.37328E+15       7.37328E+15
           1.20454           0.21083       1.69892E+05       8.12611E+12       8.12611E+12       2.21999E+08       1.06184E+16       1.06184E+16
           1.24448           0.28857       9.33692E+01       4.42464E+12       4.42464E+12       1.04387E+05       4.94678E+15       4.94678E+15
           1.22699           0.30307       6.23712E+03       5.81992E+12       5.81992E+12       7.57965E+06       7.07265E+15       7.07265E+15
           1.22231           0.14902       3.89574E+02       5.53663E+12       5.53663E+12       4.33914E+05       6.16678E+15       6.16678E+15
           1.29422           0.11545       4.05446E-05       1.94729E+12       1.94729E+12       3.36556E-02       1.61643E+15       1.61643E+15
           1.34874           0.20286       2.21350E-09       9.98268E+11       9.98268E+11       1.58394E-06       7.14345E+14       7.14345E+14
           1.34705           0.12764       1.66604E-09       1.04530E+12       1.04530E+12       1.18730E-06       7.44926E+14       7.44926E+14
           1.22638           0.04875       2.20652E+02       5.34010E+12       5.34010E+12       2.42308E+05       5.86421E+15       5.86421E+15
           1.35813          -0.01483       2.54854E-11       8.33370E+11       8.33370E+11       1.55668E-08       5.09031E+14       5.09031E+14
           1.35784          -0.07163       1.71982E-11       7.69160E+11       7.69160E+11       8.04275E-09       3.59698E+14       3.59698E+14
           1.37612          -0.07019       3.07820E-13       6.15024E+11       6.15024E+11       1.34940E-10       2.69609E+14       2.69609E+14
           1.37638          -0.01688       4.58061E-13       6.63961E+11       6.63961E+11       2.60756E-10       3.77966E+14       3.77966E+14
           1.38251           0.10734       5.68494E-13       6.68563E+11       6.68563E+11       3.50680E-10       4.12408E+14       4.12408E+14
           1.35365           0.01939       1.85600E-10       9.26148E+11       9.26148E+11       1.21717E-07       6.07372E+14       6.07372E+14
           1.39463          -0.01892       7.77678E-15       5.26806E+11       5.26806E+11       4.15695E-12       2.81595E+14       2.81595E+14
           1.37183           0.01529       3.39350E-12       7.37430E+11       7.37430E+11       2.07442E-09       4.50785E+14       4.50785E+14
           1.39001           0.01120       5.92401E-14       5.85893E+11       5.85893E+11       3.39959E-11       3.36224E+14       3.36224E+14
           1.40021           0.09728       1.00337E-14       5.33865E+11       5.33865E+11       5.81095E-12       3.09184E+14       3.09184E+14
           1.39440          -0.06876       5.20072E-15       4.89675E+11       4.89675E+11       2.15410E-12       2.02820E+14       2.02820E+14
           1.36479           0.11746       3.10450E-11       8.35595E+11       8.35595E+11       2.05443E-08       5.52964E+14       5.52964E+14
           1.43110          -0.02295       1.68592E-18       3.21076E+11       3.21076E+11       8.20471E-16       1.56255E+14       1.56255E+14
           1.43093          -0.06590       1.11842E-18       3.00551E+11       3.00551E+11       4.27637E-16       1.14918E+14       1.14918E+14
           1.44932          -0.02494       2.05999E-20       2.46939E+11       2.46939E+11       9.65410E-18       1.15727E+14       1.15727E+14
           1.47070           0.05772       3.94570E-22       1.97179E+11       1.97179E+11       1.94133E-19       9.70145E+13       9.70145E+13
           1.44917          -0.06447       1.36073E-20       2.32054E+11       2.32054E+11       5.04937E-18       8.61104E+13       8.61104E+13
           1.44449          -0.00089       1.84286E-19       2.77210E+11       2.77210E+11       9.29484E-17       1.39817E+14       1.39817E+14
           1.43552           0.07736       2.50739E-18       3.31073E+11       3.31073E+11       1.32067E-15       1.74381E+14       1.74381E+14
           1.40819           0.00714       9.62863E-16       4.61930E+11       4.61930E+11       5.23787E-13       2.51285E+14       2.51285E+14
           1.45313           0.06750       3.35838E-20       2.56274E+11       2.56274E+11       1.70957E-17       1.30456E+14       1.30456E+14
           1.45534           0.04238       5.07499E-21       2.36367E+11       2.36367E+11       2.38337E-18       1.11005E+14       1.11005E+14
           1.42635           0.00311       1.41700E-17       3.59812E+11       3.59812E+11       7.39485E-15       1.87774E+14       1.87774E+14
           1.41788           0.08729       1.66287E-16       4.22964E+11       4.22964E+11       9.12908E-14       2.32206E+14       2.32206E+14
           1.46261          -0.00486       2.09439E-21       2.12348E+11       2.12348E+11       1.02089E-18       1.03507E+14       1.03507E+14
           1.41287          -0.02094       1.21194E-16       4.13958E+11       4.13958E+11       6.14854E-14       2.10013E+14       2.10013E+14
           1.41268          -0.06733       8.07054E-17       3.86106E+11       3.86106E+11       3.19382E-14       1.52797E+14       1.52797E+14
           1.43752           0.05029       3.96551E-19       3.05966E+11       3.05966E+11       1.93296E-16       1.49141E+14       1.49141E+14
           1.38540           0.20921       4.01022E-12       6.73896E+11       6.73896E+11       2.68452E-09       4.51119E+14       4.51119E+14
           1.33011           0.09888       1.44275E-08       1.21716E+12       1.21716E+12       1.02615E-05       8.65693E+14       8.65693E+14
           1.38320           0.17484       7.85026E-13       6.48190E+11       6.48190E+11       4.82858E-10       3.98692E+14       3.98692E+14
           1.36597           0.08249       5.21888E-12       7.78551E+11       7.78551E+11       3.18754E-09       4.75516E+14       4.75516E+14
           1.34805           0.09067       2.75874E-10       9.72414E+11       9.72414E+11       1.81598E-07       6.40106E+14       6.40106E+14
           1.40225           0.19347       7.29160E-14       5.43294E+11       5.43294E+11       4.55047E-11       3.39054E+14       3.39054E+14
           1.39964           0.31199       2.35213E-11       6.32579E+11       6.32579E+11       1.71636E-08       4.61595E+14       4.61595E+14
           1.33455           0.25696       6.99227E-07       1.31214E+12       1.31214E+12       5.88025E-04       1.10346E+15       1.10346E+15
           1.41528           0.29112       4.24628E-13       5.10941E+11       5.10941E+11       2.87887E-10       3.46405E+14       3.46405E+14
           1.36599           0.18881       4.16168E-11       8.03320E+11       8.03320E+11       2.75751E-08       5.32275E+14       5.32275E+14
           1.35155           0.24096       1.22340E-08       1.04431E+12       1.04431E+12       9.52113E-06       8.12731E+14       8.12731E+14
           1.43083           0.27036       7.71141E-15       4.13971E+11       4.13971E+11       4.87537E-12       2.61724E+14       2.61724E+14
           1.41905           0.17782       1.29338E-15       4.37318E+11       4.37318E+11       7.57965E-13       2.56283E+14       2.56283E+14
           1.36850           0.22505       2.20035E-10       8.37262E+11       8.37262E+11       1.58582E-07       6.03424E+14       6.03424E+14
           1.43459           0.13342       4.31081E-18       3.35134E+11       3.35134E+11       2.20801E-15       1.71657E+14       1.71657E+14
           1.40179           0.06629       1.68668E-15       4.97251E+11       4.97251E+11       9.02158E-13       2.65966E+14       2.65966E+14
           1.45246           0.14683       3.34028E-19       2.75760E+11       2.75760E+11       1.78098E-16       1.47030E+14       1.47030E+14
           1.46907           0.13149       4.59104E-21       2.15276E+11       2.15276E+11       2.36601E-18       1.10944E+14       1.10944E+14
           1.41967           0.05826       2.73128E-17       3.92632E+11       3.92632E+11       1.38731E-14       1.99432E+14       1.99432E+14
           1.41750           0.14714       2.59988E-16       4.20844E+11       4.20844E+11       1.40169E-13       2.26892E+14       2.26892E+14
           1.44156           0.22053       3.36636E-17       3.31353E+11       3.31353E+11       1.84040E-14       1.81151E+14       1.81151E+14
           1.40037           0.16095       1.45891E-14       5.23377E+11       5.23377E+11       8.36962E-12       3.00256E+14       3.00256E+14
           1.48146           0.31021       1.13767E-17       2.50806E+11       2.50806E+11       6.84609E-15       1.50926E+14       1.50926E+14
           1.42564           0.23954       1.86369E-15       4.09090E+11       4.09090E+11       1.08369E-12       2.37877E+14       2.37877E+14
           1.46163           0.22921       2.34566E-18       2.69754E+11       2.69754E+11       1.32090E-15       1.51905E+14       1.51905E+14
           1.44628           0.24972       1.37652E-16       3.35269E+11       3.35269E+11       8.17357E-14       1.99077E+14       1.99077E+14
           1.47688           0.20884       3.68833E-20       2.14659E+11       2.14659E+11       1.99382E-17       1.16040E+14       1.16040E+14
           1.43579           0.16227       2.17197E-17       3.49355E+11       3.49355E+11       1.20673E-14       1.94099E+14       1.94099E+14
           1.38389           0.07436       9.61886E-14       6.23524E+11       6.23524E+11       5.47723E-11       3.55051E+14       3.55051E+14
           1.40964           0.25866       9.99185E-14       5.03477E+11       5.03477E+11       6.22711E-11       3.13776E+14       3.13776E+14
           1.49495           0.28554       1.97399E-19       2.02271E+11       2.02271E+11       1.12683E-16       1.15464E+14       1.15464E+14
           1.33987          -0.01277       1.36983E-09       1.04628E+12       1.04628E+12       9.02059E-07       6.88999E+14       6.88999E+14
           1.33956          -0.07307       9.27968E-10       9.62221E+11       9.62221E+11       4.65352E-07       4.82530E+14       4.82530E+14
           1.31750           0.27303       4.14687E-05       1.67224E+12       1.67224E+12       3.74572E-02       1.51048E+15       1.51048E+15
           1.17435           0.34688       2.31546E+09       1.35633E+13       1.35657E+13       3.87297E+12       2.26868E+16       2.26907E+16
           1.11400           0.26416       9.51678E+13       6.59050E+13       1.61073E+14       1.51957E+17       1.05232E+17       2.57189E+17
           1.11394           0.20037       1.59412E+13       2.96235E+13       4.55647E+13       2.67246E+16       4.96622E+16       7.63868E+16
           1.19691           0.38746       2.66128E+08       1.14007E+13       1.14010E+13       4.31336E+11       1.84780E+16       1.84785E+16
           1.13874           0.37634       9.69911E+12       2.63205E+13       3.60196E+13       1.53114E+16       4.15505E+16       5.68619E+16
           1.16233           0.42070       1.38236E+12       2.15206E+13       2.29030E+13       2.37888E+15       3.70344E+16       3.94133E+16
           1.22867           0.47531       8.07882E+06       8.51063E+12       8.51064E+12       1.20663E+10       1.27112E+16       1.27112E+16
           1.15687           0.36158       1.72254E+11       1.81643E+13       1.83365E+13       3.01735E+14       3.18182E+16       3.21199E+16
           1.17954           0.40405       2.02470E+10       1.51702E+13       1.51905E+13       3.74529E+13       2.80619E+16       2.80993E+16
           1.24547           0.45521       9.59406E+04       6.26265E+12       6.26265E+12       1.29079E+08       8.42579E+15       8.42579E+15
           1.21426           0.37092       3.54657E+06       8.48055E+12       8.48055E+12       5.15723E+09       1.23320E+16       1.23320E+16
           1.13321           0.25342       2.35542E+12       2.50253E+13       2.73808E+13       4.13242E+15       4.39052E+16       4.80377E+16
           1.31201           0.37555       3.54007E-03       2.01844E+12       2.01844E+12       3.43642E+00       1.95934E+15       1.95934E+15
           1.24885           0.33803       7.03654E+02       4.81013E+12       4.81013E+12       8.52722E+05       5.82915E+15       5.82915E+15
           1.32846           0.35584       5.60030E-05       1.55641E+12       1.55641E+12       5.06642E-02       1.40804E+15       1.40804E+15
           1.28327           0.30539       1.60118E-01       2.79664E+12       2.79664E+12       1.66408E+02       2.90651E+15       2.90651E+15
           1.26608           0.32168       1.04275E+01       3.65295E+12       3.65295E+12       1.16781E+04       4.09105E+15       4.09105E+15
           1.35217           0.37527       4.84478E-06       1.26525E+12       1.26525E+12       4.42724E-03       1.15620E+15       1.15620E+15
           1.27888           0.41522       1.63860E+01       3.48831E+12       3.48831E+12       1.84959E+04       3.93747E+15       3.93747E+15
           1.19191           0.33222       3.11515E+07       1.02117E+13       1.02117E+13       4.61226E+10       1.51193E+16       1.51193E+16
           1.30391           0.43943       1.50769E+00       2.83650E+12       2.83650E+12       1.70650E+03       3.21054E+15       3.21054E+15
           1.29548           0.39535       2.34233E-01       2.63971E+12       2.63971E+12       2.44751E+02       2.75825E+15       2.75825E+15
           1.20946           0.31762       4.32115E+05       7.68532E+12       7.68532E+12       5.76089E+08       1.02459E+16       1.02459E+16
           1.26221           0.43518       1.21636E+03       4.65563E+12       4.65563E+12       1.49232E+06       5.71188E+15       5.71188E+15
           1.36842           0.51264       2.15593E-03       1.78881E+12       1.78881E+12       2.29070E+00       1.90063E+15       1.90063E+15
           1.23157           0.35445       4.91287E+04       6.37206E+12       6.37206E+12       6.48514E+07       8.41131E+15       8.41131E+15
           1.30041           0.28918       2.54006E-03       2.15618E+12       2.15618E+12       2.45791E+00       2.08645E+15       2.08645E+15
           1.28765           0.46099       1.14047E+02       3.79486E+12       3.79486E+12       1.39627E+05       4.64605E+15       4.64605E+15
           1.19503           0.51573       6.58758E+10       1.58754E+13       1.59413E+13       1.16531E+14       2.80829E+16       2.81994E+16
           1.14357           0.43740       6.07736E+13       9.19503E+13       1.52724E+14       8.55208E+16       1.29393E+17       2.14914E+17
           1.26305           0.62325       2.49575E+08       1.24235E+13       1.24238E+13       4.26620E+11       2.12365E+16       2.12370E+16
           1.20542           0.57000       5.46089E+11       1.86674E+13       1.92135E+13       9.79415E+14       3.34802E+16       3.44596E+16
           1.22185           0.54805       6.66077E+09       1.32876E+13       1.32942E+13       1.24421E+13       2.48208E+16       2.48332E+16
           1.17755           0.53604       4.56408E+12       2.32263E+13       2.77904E+13       7.28349E+15       3.70651E+16       4.43486E+16
           1.15899           0.86145       1.03735E+14       1.27286E+14       2.31021E+14       3.89380E+17       4.77780E+17       8.67160E+17
           1.12136           0.77084       1.27356E+14       1.82489E+14       3.09845E+14       4.05960E+17       5.81703E+17       9.87663E+17
           1.24592           0.72209       1.97779E+13       1.23942E+14       1.43720E+14       2.61476E+16       1.63859E+17       1.90007E+17
           1.24729           0.64825       3.08388E+10       1.81572E+13       1.81880E+13       5.55313E+13       3.26955E+16       3.27510E+16
