,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
59,1.265648,-0.837553833333,88151569096.7,1.25288128945e+20,1.25288129033e+20,7.24496474936e+11,1.02971289907e+21,1.02971289907e+21
60,1.294389,-0.767011166667,1808007633.78,4.88134203438e+18,4.88134203618e+18,4.70655307718e+12,1.27069681253e+22,1.27069681253e+22
61,1.20657466667,-0.878084333333,1.6471067772e+16,5.93737980157e+20,5.93754451224e+20,1.96823419759e+17,7.09495834228e+21,7.09495834228e+21
62,1.226949,-0.864237666667,5.24699319103e+14,4.38638747841e+20,4.38639272541e+20,5.83929278631e+15,4.88153878387e+21,4.88153878387e+21
63,1.230876,-0.591921,1.26469315307e+14,4.23738979253e+18,4.23751626184e+18,4.96757452239e+17,1.66439974184e+22,1.66439974184e+22
64,1.30149733333,-0.522816666667,1.56886239431e+11,2.72311160807e+17,2.72311317694e+17,1.02491897037e+15,1.77897612671e+21,1.77897612671e+21
65,1.155236,-1.079752,7.74352254285e+18,1.32678645122e+21,1.33452997376e+21,5.49667637827e+20,9.4180855096e+22,9.4180855096e+22
66,2.25519158333,-0.253015250001,4.60614544054e+14,6.60615374478e+17,6.61075989022e+17,1.74141023633e+16,2.49753810478e+19,2.49753810478e+19
67,1.243766,-0.531958333333,1.29839535037e+13,1.58033136951e+18,1.58034435346e+18,6.30654412771e+16,7.67595903312e+21,7.67595903312e+21
68,1.08357016667,-0.348273833333,3.94668752792e+19,1.91289909371e+20,2.3075678465e+20,5.74327163241e+18,2.78367593655e+19,2.78367593655e+19
69,1.07947633333,-0.500645,1.39083707258e+20,2.8805431352e+20,4.27138020777e+20,7.81859786619e+19,1.61929882762e+20,1.61929882762e+20
70,1.07189116667,-0.277715,6.72145398742e+19,1.269429026e+20,1.94157442474e+20,1.04431735584e+19,1.97232141489e+19,1.97232141489e+19
71,1.07434483333,-0.359450833333,4.83912781737e+19,1.74117318843e+20,2.22508597017e+20,3.49910300435e+17,1.25901703048e+18,1.25901703048e+18
72,1.0999885,-0.3510075,1.22348401959e+19,1.79722404389e+20,1.91957244585e+20,1.1231982527e+18,1.64991031636e+19,1.64991031636e+19
73,2.09340866666,-0.523679500001,1.60249694199e+13,4.25774871149e+18,4.25776473646e+18,7.12533063784e+14,1.89316226117e+20,1.89316226117e+20
74,1.10902483333,-0.373384666667,7.89735790733e+18,1.87042888404e+20,1.94940246312e+20,1.14003604967e+18,2.70008828417e+19,2.70008828417e+19
75,1.12652933333,-0.493924833333,3.70601203058e+18,2.99181601199e+20,3.0288761323e+20,6.08639908433e+17,4.91347197085e+19,4.91347197085e+19
76,1.10440716667,-0.333044333333,7.79624070684e+18,1.57414158261e+20,1.65210398968e+20,1.11962733054e+18,2.26064330784e+19,2.26064330784e+19
77,1.12483566667,-0.349223,8.32508909891e+17,5.40546258508e+19,5.48871347607e+19,5.26276085738e+19,3.41709939327e+21,3.41709939327e+21
78,1.11673616667,-0.332066333333,2.76015034989e+18,9.82480875677e+19,1.01008237918e+20,3.84446699184e+17,1.3684454895e+19,1.3684454895e+19
79,1.10564116667,-0.210178166667,3.73989849916e+18,8.61652050535e+19,8.99051035527e+19,4.69117823715e+17,1.0808216716e+19,1.0808216716e+19
80,1.121543,-0.372578166667,2.86110365522e+18,1.17381905149e+20,1.20243008804e+20,4.0587845738e+17,1.66518911327e+19,1.66518911327e+19
81,1.111669,-0.444582333333,1.08599723602e+19,2.71690269972e+20,2.82550242332e+20,2.1469929828e+18,5.37125771391e+19,5.37125771391e+19
82,1.08901266667,-0.649743333333,2.66264306664e+20,4.5818989196e+20,7.24454198624e+20,2.18974019845e+21,3.76812362693e+21,3.76812362693e+21
83,1.09619166667,-0.310746666667,1.46094464578e+19,1.57242453512e+20,1.7185189997e+20,1.30495643317e+18,1.40453337415e+19,1.40453337415e+19
84,1.08316016667,-0.108962333333,2.12283090149e+19,1.43565824399e+20,1.64794133414e+20,1.82873436269e+18,1.2367624581e+19,1.2367624581e+19
85,1.07729366667,-0.234638666667,3.47025259531e+19,1.61215653825e+20,1.95918179778e+20,3.82294300797e+18,1.77600402173e+19,1.77600402173e+19
86,1.07946741667,-0.0214379999999,2.14787868151e+19,1.39067292522e+20,1.60546079337e+20,9.48660675525e+17,6.14223106747e+18,6.14223106747e+18
87,1.08585533333,-0.0494198333332,1.40062735936e+19,1.32767108827e+20,1.46773382421e+20,1.68178370411e+18,1.59418248241e+19,1.59418248241e+19
88,1.087512,-0.189734666667,1.67893254824e+19,1.47485719603e+20,1.64275045085e+20,1.45284923838e+18,1.27625446073e+19,1.27625446073e+19
89,1.07305916667,-0.104192666667,4.1436775153e+19,1.46940670223e+20,1.88377445376e+20,3.01257861864e+18,1.06830302234e+19,1.06830302234e+19
90,1.10945333333,-0.186663333333,1.2716645444e+18,4.35669016317e+19,4.48385661761e+19,8.90253452355e+19,3.04998552934e+21,3.04998552934e+21
