 from   to   via     T_slow    T_thermal     mfp_s       mfp_t    
   366   450   368   3.282E-02   3.892E-01   4.736E-03   1.252E-01
   366   365   368   3.084E-02   3.705E-01   4.736E-03   1.252E-01
   450   366   368   2.383E-02   2.830E-01   4.736E-03   1.252E-01
   450   450   368   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   450   365   368   4.667E-02   5.001E-01   4.736E-03   1.252E-01
   365   366   368   2.277E-02   2.738E-01   4.736E-03   1.252E-01
   365   450   368   4.744E-02   5.083E-01   4.736E-03   1.252E-01
   365   365   368   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   361   361   369   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   361   919   369   1.974E-01   2.408E-01   1.650E-01   3.028E+00
   361   356   369   6.634E-01   7.516E-01   1.650E-01   3.028E+00
   919   361   369   1.684E-01   2.054E-01   1.650E-01   3.028E+00
   919   919   369   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   919   356   369   6.996E-01   7.874E-01   1.650E-01   3.028E+00
   356   361   369   3.936E-01   4.459E-01   1.650E-01   3.028E+00
   356   919   369   4.865E-01   5.476E-01   1.650E-01   3.028E+00
   356   356   369   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   367   367   370   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   367   470   370   4.345E-02   4.503E-01   4.736E-03   1.252E-01
   367   477   370   3.197E-02   3.472E-01   4.736E-03   1.252E-01
   470   367   370   5.085E-02   5.257E-01   4.736E-03   1.252E-01
   470   470   370   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   470   477   370   2.170E-02   2.623E-01   4.736E-03   1.252E-01
   477   367   370   4.371E-02   4.717E-01   4.736E-03   1.252E-01
   477   470   370   2.528E-02   3.053E-01   4.736E-03   1.252E-01
   477   477   370   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   372   372   371   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   372   364   371   4.039E-02   4.439E-01   4.736E-03   1.252E-01
   372   374   371   2.704E-02   3.243E-01   4.736E-03   1.252E-01
   364   372   371   2.397E-02   2.633E-01   4.736E-03   1.252E-01
   364   364   371   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   364   374   371   5.490E-02   5.401E-01   4.736E-03   1.252E-01
   374   372   371   1.748E-02   2.098E-01   4.736E-03   1.252E-01
   374   364   371   5.993E-02   5.891E-01   4.736E-03   1.252E-01
   374   374   371   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   351   351   372   0.000E+00   0.000E+00   4.736E-03   9.355E-02
   351   371   372   1.695E-02   1.854E-01   4.736E-03   9.355E-02
   351   355   372   5.895E-02   5.454E-01   4.736E-03   9.355E-02
   371   351   372   2.915E-02   3.510E-01   4.736E-03   1.252E-01
   371   371   372   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   371   355   372   3.508E-02   4.054E-01   4.736E-03   1.252E-01
   355   351   372   5.682E-02   5.691E-01   4.736E-03   1.252E-01
   355   371   372   1.965E-02   2.276E-01   4.736E-03   1.252E-01
   355   355   372   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   331   331   373   0.000E+00   0.000E+00   5.223E-02   5.223E-02
   331  1879   373   1.715E-01   1.715E-01   5.223E-02   5.223E-02
   331   360   373   6.577E-01   6.577E-01   5.223E-02   5.223E-02
  1879   331   373   3.292E-01   3.292E-01   5.223E-02   5.223E-02
  1879  1879   373   0.000E+00   0.000E+00   5.223E-02   5.223E-02
  1879   360   373   4.591E-01   4.591E-01   5.223E-02   5.223E-02
   360   331   373   6.102E-01   7.090E-01   5.223E-02   4.403E-01
   360  1879   373   2.219E-01   2.711E-01   5.223E-02   4.403E-01
   360   360   373   0.000E+00   0.000E+00   5.223E-02   4.403E-01
   371   371   374   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   371   477   374   4.081E-02   4.207E-01   4.736E-03   1.252E-01
   371   456   374   3.637E-02   3.809E-01   4.736E-03   1.252E-01
   477   371   374   5.097E-02   5.245E-01   4.736E-03   1.252E-01
   477   477   374   0.000E+00   0.000E+00   4.736E-03   1.252E-01
   477   456   374   2.175E-02   2.636E-01   4.736E-03   1.252E-01
   456   371   374   4.821E-02   5.040E-01   4.736E-03   1.252E-01
   456   477   374   2.309E-02   2.798E-01   4.736E-03   1.252E-01
   456   456   374   0.000E+00   0.000E+00   4.736E-03   1.252E-01
  1591  1591   375   0.000E+00   0.000E+00   1.650E-01   1.584E+00
  1591  1821   375   5.605E-01   6.344E-01   1.650E-01   1.584E+00
  1591   518   375   3.006E-01   3.511E-01   1.650E-01   1.584E+00
  1821  1591   375   4.150E-01   4.728E-01   1.650E-01   3.028E+00
  1821  1821   375   0.000E+00   0.000E+00   1.650E-01   3.028E+00
  1821   518   375   4.584E-01   5.203E-01   1.650E-01   3.028E+00
   518  1591   375   2.824E-01   3.325E-01   1.650E-01   3.028E+00
   518  1821   375   5.816E-01   6.601E-01   1.650E-01   3.028E+00
   518   518   375   0.000E+00   0.000E+00   1.650E-01   3.028E+00
  1629  1629   376   0.000E+00   0.000E+00   1.650E-01   1.475E+00
  1629   354   376   2.139E-01   2.355E-01   1.650E-01   1.475E+00
  1629   103   376   7.136E-01   7.564E-01   1.650E-01   1.475E+00
   354  1629   376   1.139E-01   1.255E-01   1.650E-01   1.534E+00
   354   354   376   0.000E+00   0.000E+00   1.650E-01   1.534E+00
   354   103   376   8.268E-01   8.681E-01   1.650E-01   1.534E+00
   103  1629   376   2.972E-01   3.162E-01   1.650E-01   3.028E+00
   103   354   376   6.465E-01   6.808E-01   1.650E-01   3.028E+00
   103   103   376   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   392   392   377   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   392  1635   377   2.547E-01   3.081E-01   1.650E-01   3.028E+00
   392   421   377   5.958E-01   6.838E-01   1.650E-01   3.028E+00
  1635   392   377   2.085E-01   2.521E-01   1.650E-01   3.028E+00
  1635  1635   377   0.000E+00   0.000E+00   1.650E-01   3.028E+00
  1635   421   377   6.519E-01   7.403E-01   1.650E-01   3.028E+00
   421   392   377   3.725E-01   4.275E-01   1.650E-01   3.028E+00
   421  1635   377   4.979E-01   5.654E-01   1.650E-01   3.028E+00
   421   421   377   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   385   385   378   0.000E+00   0.000E+00   3.318E-01   3.318E-01
   385   415   378   3.798E-01   3.798E-01   3.318E-01   3.318E-01
   385   391   378   5.884E-01   5.884E-01   3.318E-01   3.318E-01
   415   385   378   8.446E-01   8.667E-01   3.318E-01   1.368E+00
   415   415   378   0.000E+00   0.000E+00   3.318E-01   1.368E+00
   415   391   378   1.169E-01   1.240E-01   3.318E-01   1.368E+00
   391   385   378   8.863E-01   9.081E-01   3.318E-01   1.465E+00
   391   415   378   7.921E-02   8.410E-02   3.318E-01   1.465E+00
   391   391   378   0.000E+00   0.000E+00   3.318E-01   1.465E+00
  1941  1941   379   0.000E+00   0.000E+00   8.692E-01   8.692E-01
  1941   383   379   6.374E-01   6.374E-01   8.692E-01   8.692E-01
  1941  1880   379   3.520E-01   3.520E-01   8.692E-01   8.692E-01
   383  1941   379   7.531E-01   7.531E-01   8.692E-01   8.692E-01
   383   383   379   0.000E+00   0.000E+00   8.692E-01   8.692E-01
   383  1880   379   2.359E-01   2.359E-01   8.692E-01   8.692E-01
  1880  1941   379   6.300E-01   6.300E-01   8.692E-01   8.692E-01
  1880   383   379   3.573E-01   3.573E-01   8.692E-01   8.692E-01
  1880  1880   379   0.000E+00   0.000E+00   8.692E-01   8.692E-01
   410   410   380   0.000E+00   0.000E+00   1.196E+00   1.196E+00
   410   386   380   4.371E-01   4.371E-01   1.196E+00   1.196E+00
   410   413   380   5.411E-01   5.411E-01   1.196E+00   1.196E+00
   386   410   380   7.803E-01   7.803E-01   1.196E+00   1.196E+00
   386   386   380   0.000E+00   0.000E+00   1.196E+00   1.196E+00
   386   413   380   1.941E-01   1.941E-01   1.196E+00   1.196E+00
   413   410   380   8.125E-01   8.125E-01   1.196E+00   1.196E+00
   413   386   380   1.633E-01   1.633E-01   1.196E+00   1.196E+00
   413   413   380   0.000E+00   0.000E+00   1.196E+00   1.196E+00
   413   413   381   0.000E+00   0.000E+00   1.105E+00   1.105E+00
   413   389   381   3.487E-01   3.487E-01   1.105E+00   1.105E+00
   413   385   381   6.413E-01   6.413E-01   1.105E+00   1.105E+00
   389   413   381   8.332E-01   8.332E-01   1.105E+00   1.105E+00
   389   389   381   0.000E+00   0.000E+00   1.105E+00   1.105E+00
   389   385   381   1.544E-01   1.544E-01   1.105E+00   1.105E+00
   385   413   381   8.988E-01   8.988E-01   1.105E+00   1.105E+00
   385   389   381   9.056E-02   9.056E-02   1.105E+00   1.105E+00
   385   385   381   0.000E+00   0.000E+00   1.105E+00   1.105E+00
   391   391   382   0.000E+00   0.000E+00   5.680E-02   4.266E-01
   391  1634   382   3.214E-01   3.835E-01   5.680E-02   4.266E-01
   391   392   382   5.029E-01   5.928E-01   5.680E-02   4.266E-01
  1634   391   382   7.240E-01   8.630E-01   5.680E-02   4.126E-01
  1634  1634   382   0.000E+00   0.000E+00   5.680E-02   4.126E-01
  1634   392   382   7.020E-02   1.074E-01   5.680E-02   4.126E-01
   392   391   382   7.649E-01   9.124E-01   5.680E-02   8.656E-01
   392  1634   382   4.740E-02   7.493E-02   5.680E-02   8.656E-01
   392   392   382   0.000E+00   0.000E+00   5.680E-02   8.656E-01
   379   379   383   0.000E+00   0.000E+00   3.390E-01   3.390E-01
   379  1878   383   2.290E-01   2.290E-01   3.390E-01   3.390E-01
   379   337   383   7.426E-01   7.426E-01   3.390E-01   3.390E-01
  1878   379   383   3.449E-01   3.449E-01   3.390E-01   3.390E-01
  1878  1878   383   0.000E+00   0.000E+00   3.390E-01   3.390E-01
  1878   337   383   6.225E-01   6.225E-01   3.390E-01   3.390E-01
   337   379   383   6.250E-01   6.250E-01   3.390E-01   3.390E-01
   337  1878   383   3.478E-01   3.478E-01   3.390E-01   3.390E-01
   337   337   383   0.000E+00   0.000E+00   3.390E-01   3.390E-01
   415   415   384   0.000E+00   0.000E+00   5.940E-02   4.165E-01
   415   427   384   5.344E-01   6.313E-01   5.940E-02   4.165E-01
   415  1634   384   2.844E-01   3.425E-01   5.940E-02   4.165E-01
   427   415   384   7.526E-01   9.013E-01   5.940E-02   8.925E-01
   427   427   384   0.000E+00   0.000E+00   5.940E-02   8.925E-01
   427  1634   384   5.580E-02   8.569E-02   5.940E-02   8.925E-01
  1634   415   384   6.853E-01   8.262E-01   5.940E-02   4.320E-01
  1634   427   384   9.546E-02   1.423E-01   5.940E-02   4.320E-01
  1634  1634   384   0.000E+00   0.000E+00   5.940E-02   4.320E-01
  1878  1878   385   0.000E+00   0.000E+00   3.318E-01   3.318E-01
  1878   381   385   1.419E-01   1.419E-01   3.318E-01   3.318E-01
  1878   378   385   8.170E-01   8.170E-01   3.318E-01   3.318E-01
   381  1878   385   8.371E-02   8.371E-02   3.318E-01   3.318E-01
   381   381   385   0.000E+00   0.000E+00   3.318E-01   3.318E-01
   381   378   385   8.811E-01   8.811E-01   3.318E-01   3.318E-01
   378  1878   385   3.420E-01   3.420E-01   3.318E-01   3.318E-01
   378   381   385   6.251E-01   6.251E-01   3.318E-01   3.318E-01
   378   378   385   0.000E+00   0.000E+00   3.318E-01   3.318E-01
   380   380   386   0.000E+00   0.000E+00   1.112E+00   1.112E+00
   380   417   386   3.357E-01   3.357E-01   1.112E+00   1.112E+00
   380   389   386   6.538E-01   6.538E-01   1.112E+00   1.112E+00
   417   380   386   8.071E-01   8.071E-01   1.112E+00   1.112E+00
   417   417   386   0.000E+00   0.000E+00   1.112E+00   1.112E+00
   417   389   386   1.796E-01   1.796E-01   1.112E+00   1.112E+00
   389   380   386   8.875E-01   8.875E-01   1.112E+00   1.112E+00
   389   417   386   1.014E-01   1.014E-01   1.112E+00   1.112E+00
   389   389   386   0.000E+00   0.000E+00   1.112E+00   1.112E+00
   389   389   387   0.000E+00   0.000E+00   3.226E-01   3.226E-01
   389   414   387   3.614E-01   3.614E-01   3.226E-01   3.226E-01
   389   415   387   6.045E-01   6.045E-01   3.226E-01   3.226E-01
   414   389   387   8.246E-01   8.475E-01   3.226E-01   1.228E+00
   414   414   387   0.000E+00   0.000E+00   3.226E-01   1.228E+00
   414   415   387   1.335E-01   1.415E-01   3.226E-01   1.228E+00
   415   389   387   8.783E-01   9.008E-01   3.226E-01   1.330E+00
   415   414   387   8.500E-02   9.025E-02   3.226E-01   1.330E+00
   415   415   387   0.000E+00   0.000E+00   3.226E-01   1.330E+00
  1990  1990   388   0.000E+00   0.000E+00   1.017E+00   1.017E+00
  1990   429   388   3.239E-01   3.239E-01   1.017E+00   1.017E+00
  1990   417   388   6.640E-01   6.640E-01   1.017E+00   1.017E+00
   429  1990   388   7.778E-01   7.778E-01   1.017E+00   1.017E+00
   429   429   388   0.000E+00   0.000E+00   1.017E+00   1.017E+00
   429   417   388   2.067E-01   2.067E-01   1.017E+00   1.017E+00
   417  1990   388   8.739E-01   8.739E-01   1.017E+00   1.017E+00
   417   429   388   1.133E-01   1.133E-01   1.017E+00   1.017E+00
   417   417   388   0.000E+00   0.000E+00   1.017E+00   1.017E+00
   381   381   389   0.000E+00   0.000E+00   3.226E-01   3.226E-01
   381   386   389   1.656E-01   1.656E-01   3.226E-01   3.226E-01
   381   387   389   7.889E-01   7.889E-01   3.226E-01   3.226E-01
   386   381   389   9.409E-02   9.409E-02   3.226E-01   3.226E-01
   386   386   389   0.000E+00   0.000E+00   3.226E-01   3.226E-01
   386   387   389   8.676E-01   8.676E-01   3.226E-01   3.226E-01
   387   381   389   3.284E-01   3.284E-01   3.226E-01   3.226E-01
   387   386   389   6.356E-01   6.356E-01   3.226E-01   3.226E-01
   387   387   389   0.000E+00   0.000E+00   3.226E-01   3.226E-01
   417   417   390   0.000E+00   0.000E+00   3.229E-01   3.229E-01
   417   423   390   3.444E-01   3.444E-01   3.229E-01   3.229E-01
   417  1641   390   6.191E-01   6.191E-01   3.229E-01   3.229E-01
   423   417   390   7.943E-01   8.172E-01   3.229E-01   1.092E+00
   423   423   390   0.000E+00   0.000E+00   3.229E-01   1.092E+00
   423  1641   390   1.602E-01   1.693E-01   3.229E-01   1.092E+00
  1641   417   390   8.640E-01   8.870E-01   3.229E-01   1.229E+00
  1641   423   390   9.691E-02   1.027E-01   3.229E-01   1.229E+00
  1641  1641   390   0.000E+00   0.000E+00   3.229E-01   1.229E+00
   337   337   391   0.000E+00   0.000E+00   5.680E-02   5.680E-02
   337   378   391   7.570E-02   7.570E-02   5.680E-02   5.680E-02
   337   382   391   7.086E-01   7.086E-01   5.680E-02   5.680E-02
   378   337   391   5.244E-02   5.244E-02   5.680E-02   5.680E-02
   378   378   391   0.000E+00   0.000E+00   5.680E-02   5.680E-02
   378   382   391   7.499E-01   7.499E-01   5.680E-02   5.680E-02
   382   337   391   3.226E-01   3.886E-01   5.680E-02   4.266E-01
   382   378   391   4.929E-01   5.864E-01   5.680E-02   4.266E-01
   382   382   391   0.000E+00   0.000E+00   5.680E-02   4.266E-01
   717   717   392   0.000E+00   0.000E+00   1.650E-01   1.360E+00
   717   382   392   3.660E-01   3.977E-01   1.650E-01   1.360E+00
   717   377   392   5.527E-01   5.924E-01   1.650E-01   1.360E+00
   382   717   392   1.387E-01   1.506E-01   1.650E-01   1.283E+00
   382   382   392   0.000E+00   0.000E+00   1.650E-01   1.283E+00
   382   377   392   8.023E-01   8.418E-01   1.650E-01   1.283E+00
   377   717   392   1.949E-01   2.100E-01   1.650E-01   3.028E+00
   377   382   392   7.469E-01   7.868E-01   1.650E-01   3.028E+00
   377   377   392   0.000E+00   0.000E+00   1.650E-01   3.028E+00
  2085  2085   393   0.000E+00   0.000E+00   1.030E+00   1.030E+00
  2085  1471   393   6.083E-01   6.083E-01   1.030E+00   1.030E+00
  2085  1990   393   3.410E-01   3.410E-01   1.030E+00   1.030E+00
  1471  2085   393   4.880E-01   4.880E-01   1.030E+00   1.030E+00
  1471  1471   393   0.000E+00   0.000E+00   1.030E+00   1.030E+00
  1471  1990   393   4.647E-01   4.647E-01   1.030E+00   1.030E+00
  1990  2085   393   3.515E-01   3.515E-01   1.030E+00   1.030E+00
  1990  1471   393   5.972E-01   5.972E-01   1.030E+00   1.030E+00
  1990  1990   393   0.000E+00   0.000E+00   1.030E+00   1.030E+00
  1338  1338   394   0.000E+00   0.000E+00   3.614E-02   4.841E-01
  1338   816   394   1.837E-01   2.172E-01   3.614E-02   4.841E-01
  1338  1341   394   6.866E-01   7.731E-01   3.614E-02   4.841E-01
   816  1338   394   5.233E-01   6.206E-01   3.614E-02   6.218E-01
   816   816   394   0.000E+00   0.000E+00   3.614E-02   6.218E-01
   816  1341   394   2.968E-01   3.689E-01   3.614E-02   6.218E-01
  1341  1338   394   7.536E-01   8.485E-01   3.614E-02   4.841E-01
  1341   816   394   1.143E-01   1.416E-01   3.614E-02   4.841E-01
  1341  1341   394   0.000E+00   0.000E+00   3.614E-02   4.841E-01
  1471  1471   395   0.000E+00   0.000E+00   9.888E-01   9.888E-01
  1471  1991   395   4.618E-01   4.618E-01   9.888E-01   9.888E-01
  1471   408   395   4.809E-01   4.809E-01   9.888E-01   9.888E-01
  1991  1471   395   4.735E-01   4.735E-01   9.888E-01   9.888E-01
  1991  1991   395   0.000E+00   0.000E+00   9.888E-01   9.888E-01
  1991   408   395   4.687E-01   4.687E-01   9.888E-01   9.888E-01
   408  1471   395   4.833E-01   4.833E-01   9.888E-01   9.888E-01
   408  1991   395   4.594E-01   4.594E-01   9.888E-01   9.888E-01
   408   408   395   0.000E+00   0.000E+00   9.888E-01   9.888E-01
   775   775   396   0.000E+00   0.000E+00   1.650E-01   3.028E+00
   775  1672   396   3.255E-01   3.377E-01   1.650E-01   3.028E+00
   775   647   396   6.403E-01   6.605E-01   1.650E-01   3.028E+00
  1672   775   396   6.689E-01   6.935E-01   1.650E-01   2.206E+00
  1672  1672   396   0.000E+00   0.000E+00   1.650E-01   2.206E+00
  1672   647   396   2.884E-01   3.033E-01   1.650E-01   2.206E+00
   647   775   396   7.907E-01   8.156E-01   1.650E-01   3.028E+00
   647  1672   396   1.733E-01   1.824E-01   1.650E-01   3.028E+00
   647   647   396   0.000E+00   0.000E+00   1.650E-01   3.028E+00
  2086  2086   397   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2086   451   397   5.000E-01   5.000E-01   1.763E+02   1.763E+02
  2086  1323   397   5.000E-01   5.000E-01   1.763E+02   1.763E+02
   451  2086   397   8.860E-01   8.860E-01   1.763E+02   1.763E+02
   451   451   397   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   451  1323   397   1.140E-01   1.140E-01   1.763E+02   1.763E+02
  1323  2086   397   8.860E-01   8.860E-01   1.763E+02   1.763E+02
  1323   451   397   1.140E-01   1.140E-01   1.763E+02   1.763E+02
  1323  1323   397   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2087  2087   398   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2087   403   398   5.000E-01   5.000E-01   1.763E+02   1.763E+02
  2087   451   398   5.000E-01   5.000E-01   1.763E+02   1.763E+02
   403  2087   398   2.347E-01   2.347E-01   1.763E+02   1.763E+02
   403   403   398   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   403   451   398   7.653E-01   7.653E-01   1.763E+02   1.763E+02
   451  2087   398   2.347E-01   2.347E-01   1.763E+02   1.763E+02
   451   403   398   7.653E-01   7.653E-01   1.763E+02   1.763E+02
   451   451   398   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   732   732   399   0.000E+00   0.000E+00   1.060E-01   1.145E+00
   732  1467   399   7.726E-01   8.056E-01   1.060E-01   1.145E+00
   732  1466   399   1.756E-01   1.896E-01   1.060E-01   1.145E+00
  1467   732   399   3.535E-01   3.670E-01   1.060E-01   5.767E-01
  1467  1467   399   0.000E+00   0.000E+00   1.060E-01   5.767E-01
  1467  1466   399   6.047E-01   6.253E-01   1.060E-01   5.767E-01
  1466   732   399   1.120E-01   1.200E-01   1.060E-01   5.767E-01
  1466  1467   399   8.430E-01   8.717E-01   1.060E-01   5.767E-01
  1466  1466   399   0.000E+00   0.000E+00   1.060E-01   5.767E-01
  2088  2088   400   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2088  1323   400   5.000E-01   5.000E-01   1.763E+02   1.763E+02
  2088   447   400   5.000E-01   5.000E-01   1.763E+02   1.763E+02
  1323  2088   400   1.825E-01   1.825E-01   1.763E+02   1.763E+02
  1323  1323   400   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  1323   447   400   8.175E-01   8.175E-01   1.763E+02   1.763E+02
   447  2088   400   1.825E-01   1.825E-01   1.763E+02   1.763E+02
   447  1323   400   8.175E-01   8.175E-01   1.763E+02   1.763E+02
   447   447   400   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   760   760   401   0.000E+00   0.000E+00   9.170E-02   1.033E+00
   760   647   401   5.101E-01   5.419E-01   9.170E-02   1.033E+00
   760  1417   401   4.236E-01   4.522E-01   9.170E-02   1.033E+00
   647   760   401   2.924E-01   3.110E-01   9.170E-02   1.342E+00
   647   647   401   0.000E+00   0.000E+00   9.170E-02   1.342E+00
   647  1417   401   6.525E-01   6.852E-01   9.170E-02   1.342E+00
  1417   760   401   2.560E-01   2.719E-01   9.170E-02   5.631E-01
  1417   647   401   6.881E-01   7.190E-01   9.170E-02   5.631E-01
  1417  1417   401   0.000E+00   0.000E+00   9.170E-02   5.631E-01
  1853  1853   402   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  1853  1472   402   4.940E-01   4.940E-01   1.763E+02   1.763E+02
  1853  1856   402   5.056E-01   5.056E-01   1.763E+02   1.763E+02
  1472  1853   402   2.724E-01   2.724E-01   1.763E+02   1.763E+02
  1472  1472   402   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  1472  1856   402   7.274E-01   7.274E-01   1.763E+02   1.763E+02
  1856  1853   402   2.770E-01   2.770E-01   1.763E+02   1.763E+02
  1856  1472   402   7.227E-01   7.227E-01   1.763E+02   1.763E+02
  1856  1856   402   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   398   398   403   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   398  2089   403   2.565E-01   2.565E-01   1.763E+02   1.763E+02
   398  1853   403   7.434E-01   7.434E-01   1.763E+02   1.763E+02
  2089   398   403   1.696E-01   1.696E-01   1.763E+02   1.763E+02
  2089  2089   403   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2089  1853   403   8.303E-01   8.303E-01   1.763E+02   1.763E+02
  1853   398   403   3.718E-01   3.718E-01   1.763E+02   1.763E+02
  1853  2089   403   6.281E-01   6.281E-01   1.763E+02   1.763E+02
  1853  1853   403   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  1034  1034   404   0.000E+00   0.000E+00   2.697E-01   2.735E+00
  1034  1029   404   1.361E-01   1.420E-01   2.697E-01   2.735E+00
  1034  1756   404   8.365E-01   8.553E-01   2.697E-01   2.735E+00
  1029  1034   404   2.225E-01   2.320E-01   2.697E-01   2.662E+00
  1029  1029   404   0.000E+00   0.000E+00   2.697E-01   2.662E+00
  1029  1756   404   7.455E-01   7.648E-01   2.697E-01   2.662E+00
  1756  1034   404   6.305E-01   6.305E-01   2.697E-01   2.697E-01
  1756  1029   404   3.439E-01   3.439E-01   2.697E-01   2.697E-01
  1756  1756   404   0.000E+00   0.000E+00   2.697E-01   2.697E-01
   561   561   405   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   561  2090   405   1.593E-01   1.593E-01   1.763E+02   1.763E+02
   561  1637   405   8.407E-01   8.407E-01   1.763E+02   1.763E+02
  2090   561   405   2.967E-01   2.967E-01   1.763E+02   1.763E+02
  2090  2090   405   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2090  1637   405   7.032E-01   7.032E-01   1.763E+02   1.763E+02
  1637   561   405   6.901E-01   6.901E-01   1.763E+02   1.763E+02
  1637  2090   405   3.098E-01   3.098E-01   1.763E+02   1.763E+02
  1637  1637   405   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2091  2091   406   0.000E+00   0.000E+00   1.763E+02   1.763E+02
  2091   561   406   3.200E-01   3.200E-01   1.763E+02   1.763E+02
  2091  1853   406   6.800E-01   6.800E-01   1.763E+02   1.763E+02
   561  2091   406   1.305E-01   1.305E-01   1.763E+02   1.763E+02
   561   561   406   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   561  1853   406   8.694E-01   8.694E-01   1.763E+02   1.763E+02
  1853  2091   406   2.419E-01   2.419E-01   1.763E+02   1.763E+02
  1853   561   406   7.581E-01   7.581E-01   1.763E+02   1.763E+02
  1853  1853   406   0.000E+00   0.000E+00   1.763E+02   1.763E+02
   976   976   407   0.000E+00   0.000E+00   1.601E-01   1.601E-01
   976  1639   407   1.445E-01   1.445E-01   1.601E-01   1.601E-01
   976  1162   407   8.096E-01   8.096E-01   1.601E-01   1.601E-01
  1639   976   407   1.117E-01   1.117E-01   1.601E-01   1.601E-01
  1639  1639   407   0.000E+00   0.000E+00   1.601E-01   1.601E-01
  1639  1162   407   8.458E-01   8.458E-01   1.601E-01   1.601E-01
  1162   976   407   4.089E-01   4.089E-01   1.601E-01   1.601E-01
  1162  1639   407   5.524E-01   5.524E-01   1.601E-01   1.601E-01
  1162  1162   407   0.000E+00   0.000E+00   1.601E-01   1.601E-01
   395   395   408   0.000E+00   0.000E+00   1.088E+00   1.088E+00
   395   437   408   5.748E-01   5.748E-01   1.088E+00   1.088E+00
   395   433   408   4.012E-01   4.012E-01   1.088E+00   1.088E+00
   437   395   408   8.469E-01   8.469E-01   1.088E+00   1.088E+00
   437   437   408   0.000E+00   0.000E+00   1.088E+00   1.088E+00
   437   433   408   1.269E-01   1.269E-01   1.088E+00   1.088E+00
   433   395   408   7.996E-01   7.996E-01   1.088E+00   1.088E+00
   433   437   408   1.717E-01   1.717E-01   1.088E+00   1.088E+00
   433   433   408   0.000E+00   0.000E+00   1.088E+00   1.088E+00
  1036  1036   409   0.000E+00   0.000E+00   2.147E-01   2.147E-01
  1036  1756   409   1.647E-01   1.647E-01   2.147E-01   2.147E-01
  1036  1931   409   7.983E-01   7.983E-01   2.147E-01   2.147E-01
  1756  1036   409   1.394E-01   1.394E-01   2.147E-01   2.147E-01
  1756  1756   409   0.000E+00   0.000E+00   2.147E-01   2.147E-01
  1756  1931   409   8.255E-01   8.255E-01   2.147E-01   2.147E-01
  1931  1036   409   4.359E-01   4.359E-01   2.147E-01   2.147E-01
  1931  1756   409   5.325E-01   5.325E-01   2.147E-01   2.147E-01
  1931  1931   409   0.000E+00   0.000E+00   2.147E-01   2.147E-01
  2092  2092   410   0.000E+00   0.000E+00   1.112E+00   1.112E+00
  2092  1990   410   4.085E-01   4.085E-01   1.112E+00   1.112E+00
  2092   380   410   5.491E-01   5.491E-01   1.112E+00   1.112E+00
  1990  2092   410   4.637E-01   4.637E-01   1.112E+00   1.112E+00
  1990  1990   410   0.000E+00   0.000E+00   1.112E+00   1.112E+00
  1990   380   410   4.920E-01   4.920E-01   1.112E+00   1.112E+00
   380  2092   410   5.353E-01   5.353E-01   1.112E+00   1.112E+00
   380  1990   410   4.225E-01   4.225E-01   1.112E+00   1.112E+00
   380   380   410   0.000E+00   0.000E+00   1.112E+00   1.112E+00
  1690  1690   411   0.000E+00   0.000E+00   1.060E-01   1.145E+00
  1690   762   411   9.926E-02   1.115E-01   1.060E-01   1.145E+00
  1690  1467   411   8.379E-01   8.827E-01   1.060E-01   1.145E+00
   762  1690   411   1.284E-01   1.442E-01   1.060E-01   1.163E+00
